1,0,9.0866504,0.216637232926
1,0.1,8.9199874,0.0541578964532
1,0.05,8.9666608,0.0298130472337
1,0.01,9.033328,0.134992658285
1,0.005,9.013326,0.0933340000321
1,1,8.8466596,0.0777477516964
2,0,4.819994,0.0163299317084
2,0.1,8.5999796,0.0471496030422
2,0.05,8.5533244,0.0748329517916
2,0.01,7.5799914,0.0339955947064
2,0.005,7.5732322,0.0250925569873
2,1,8.8533244,0.0163290337081
3,0,3.6597792,0.0153009846925
3,0.1,8.2133164,0.102423014805
3,0.05,8.2599886,0.0442214027123
3,0.01,6.4463202,0.034457719538
3,0.005,6.5331372,0.0565995152962
3,1,8.6733238,0.0679889730571
4,0,2.6946136,0.0225185833355
4,0.1,7.90661,0.0928566160594
4,0.05,7.8866174,0.15719285282
4,0.01,5.501628,0.0366674093385
4,0.005,5.4296012,0.019040662062
4,1,8.6466118,0.0858985503705
5,0,2.1439852,0.0137278048267
5,0.1,7.5745822,0.0713544301453
5,0.05,7.5465908,0.106673400383
5,0.01,4.7834684,0.0975454854242
5,0.005,4.567868,0.0248336484069
5,1,8.610579,0.127514974324
6,0,1.841095,0.011439319263
6,0.1,7.2554568,0.0782446673209
6,0.05,7.3065684,0.0711876974248
6,0.01,4.2720432,0.0336201279319
6,0.005,3.781044,0.0197505861483
6,1,8.5921356,0.117150233401
7,0,1.5465182,0.00708581968159
7,0.1,7.0674978,0.074901973449
7,0.05,7.0598978,0.108327458357
7,0.01,3.7961282,0.0450178668237
7,0.005,3.4062252,0.00703588531459
7,1,8.5065086,0.110345039491
8,0,1.32745,0.017998634526
8,0.1,6.8132098,0.106677526586
8,0.05,6.77988,0.0653389144079
8,0.01,3.4461026,0.0338467518241
8,0.005,3.1065694,0.0221048174894
8,1,8.5465046,0.0858984323736
9,0,1.2110886,0.00573472693683
9,0.1,6.542817,0.0904168733832
9,0.05,6.5983992,0.076715992047
9,0.01,3.1937718,0.0350476620812
9,0.005,2.7397312,0.0193432974997
9,1,8.4265146,0.0952156572536
10,0,1.0613072,0.00909363208845
10,0.1,6.4144714,0.0322322573743
10,0.05,6.423141,0.0771666022551
10,0.01,2.8851918,0.0659323407302
10,0.005,2.5252682,0.0389637399098
10,1,8.4598326,0.112341619275
11,0,0.9598974,0.0034606092296
11,0.1,6.1731614,0.0249444729076
11,0.05,6.1737372,0.0664514699112
11,0.01,2.6878002,0.0161571675785
11,0.005,2.336886,0.0366994287857
11,1,8.4597686,0.104182048163
12,0,0.887755,0.00797236818016
12,0.1,5.976882,0.101559622347
12,0.05,6.0181616,0.0744453414381
12,0.01,2.4915736,0.0218724283389
12,0.005,2.1259752,0.032350707494
12,1,8.3931124,0.0799954500246
13,0,0.802012,0.00637584115235
13,0.1,5.836677,0.0496492921682
13,0.05,5.8126122,0.0197767396039
13,0.01,2.3086352,0.0277456632388
13,0.005,1.9994038,0.0173430400265
13,1,8.3930606,0.171796176573
14,0,0.7361592,0.00843856785006
14,0.1,5.6697502,0.0326351907143
14,0.05,5.6540572,0.0688799307415
14,0.01,2.1694336,0.0147094653417
14,0.005,1.8907026,0.0157574062282
14,1,8.3153702,0.0800814749699
15,0,0.6945986,0.00432522737437
15,0.1,5.512638,0.0322142925299
15,0.05,5.519802,0.0718105137177
15,0.01,2.0598034,0.028682306871
15,0.005,1.7292558,0.0341456784229
15,1,8.3063896,0.057340706869
16,0,0.6457318,0.00999884632145
16,0.1,5.3734786,0.0131659063281
16,0.05,5.3751542,0.0824717511501
16,0.01,1.9726324,0.0246905677667
16,0.005,1.6657502,0.0197036399317
16,1,8.2995944,4.96290237666e-05
17,0,0.5925188,0.0111185816973
17,0.1,5.2658712,0.0570492888068
17,0.05,5.2691424,0.0634156433906
17,0.01,1.8634378,0.0400065025885
17,0.005,1.582268,0.0357649161777
17,1,8.2862824,0.129244307108
18,0,0.563254,0.00576456190877
18,0.1,5.1393282,0.058535577535
18,0.05,5.1345764,0.0367093439146
18,0.01,1.7765814,0.0137336161385
18,0.005,1.4636188,0.0266443919157
18,1,8.2596676,0.194808622381
19,0,0.5332978,0.00851633995094
19,0.1,4.9366116,0.0995556478631
19,0.05,5.03514,0.0561448439129
19,0.01,1.6706012,0.0410507644674
19,0.005,1.421159,0.023522588514
19,1,8.1861922,0.146918056436
20,0,0.5016298,0.00547352337713
20,0.1,4.8960358,0.0531823325679
20,0.05,4.9313674,0.0553956466687
20,0.01,1.6049108,0.0169053400013
20,0.005,1.371573,0.010513760431
20,1,8.1726296,0.197170823165
