1,0,8.8933214,0.156907902401
1,0.1,8.813327,0.0452172042833
1,0.05,8.9066604,0.0388754022004
1,0.01,8.9533296,0.110755297852
1,0.005,9.0333308,4.00000000411e-07
1,1,8.8466592,0.0163289523657
2,0,4.7866634,0.0498893620589
2,0.1,8.5066508,0.0711772639047
2,0.05,8.5866594,0.0498908322264
2,0.01,8.3399924,0.0249473939849
2,0.005,8.2599938,0.143604648658
2,1,8.633329,0.192063577453
3,0,4.326665,0.0388730698093
3,0.1,8.1999864,0.142981849438
3,0.05,8.2199978,0.0163297683192
3,0.01,7.6266618,0.305796979866
3,0.005,5.1795988,0.0862668942652
3,1,8.7466634,0.0748331655634
4,0,2.5133316,0.0339933588314
4,0.1,7.8533024,0.0884545950341
4,0.05,7.819973,0.0541671503404
4,0.01,6.1060012,0.0477622946827
4,0.005,4.1066546,0.0771693148774
4,1,8.6999638,0.10326148368
5,0,2.0066596,0.0133317005157
5,0.1,7.5466388,0.0748199994317
5,0.05,7.5066388,0.0904477668213
5,0.01,5.2196554,0.0621198802851
5,0.005,3.3399906,0.0388703954937
5,1,8.666635,0.0471401274542
6,0,2.1865058,0.0340816800724
6,0.1,7.2932944,0.118139450763
6,0.05,7.2599698,0.0800004000125
6,0.01,4.6266432,0.0573480058917
6,0.005,2.8126338,0.0450381841526
6,1,8.5932972,0.138884197967
7,0,1.386659,0.0339928097397
7,0.1,7.0266294,0.0742392593999
7,0.05,6.9666362,0.168652173482
7,0.01,4.0663188,0.0893276667453
7,0.005,2.3997246,0.0517658284454
7,1,8.4999604,0.121109702697
8,0,1.1999812,2.21124399377e-05
8,0.1,6.8066464,0.09520816638
8,0.05,6.7666444,0.0557844283097
8,0.01,3.6066152,0.0442014678281
8,0.005,2.1331262,0.0363658637043
8,1,8.5199824,0.132655283786
9,0,1.4666654,0.0421632805014
9,0.1,6.5733094,0.0533247017154
9,0.05,6.4598288,0.0680383528237
9,0.01,3.3598878,0.0250463152691
9,0.005,1.9599954,0.0249484094371
9,1,8.4733094,0.08000080153
10,0,0.9599648,0.038880089395
10,0.1,6.299971,0.119254872982
10,0.05,6.3799802,0.0618160661039
10,0.01,2.993064,0.0577718794744
10,0.005,1.8131162,0.0450756162527
10,1,8.3999704,0.0843379475031
11,0,0.8866644,0.0805545888217
11,0.1,6.139975,0.0388634690526
11,0.05,6.086651,0.142366523179
11,0.01,2.7732946,0.0573574644684
11,0.005,1.7264462,0.0930383316433
11,1,8.4066362,0.0827384237157
12,0,1.1066636,0.0533310500575
12,0.1,5.9866432,0.0163366317997
12,0.05,6.0333176,0.0365060742211
12,0.01,2.5599876,0.0388740311962
12,0.005,1.5199928,0.0718021294403
12,1,8.4066326,0.142038120736
13,0,0.7533276,0.0718041353255
13,0.1,5.8666304,0.0298152837961
13,0.05,5.8466396,0.0163294427045
13,0.01,2.3397342,0.0324563058305
13,0.005,1.4799186,0.100280879218
13,1,8.3132884,0.0748261278474
14,0,0.6666328,0.105417957348
14,0.1,5.6866336,0.0777416122411
14,0.05,5.7599682,0.0489864203771
14,0.01,2.2133228,0.106665587535
14,0.005,1.3264428,0.0801422065167
14,1,8.3466206,0.0618246053755
15,0,0.7999526,0.159190391345
15,0.1,5.5461876,0.0269096508086
15,0.05,5.573309,0.0533330000056
15,0.01,2.0066426,0.0326374922848
15,0.005,1.3665574,0.121020557088
15,1,8.419964,0.0933330000011
16,0,0.5666638,0.0918934648893
16,0.1,5.419772,0.0401159600907
16,0.05,5.3399696,0.0326601495134
16,0.01,1.8333244,0.10954451152
16,0.005,1.1399814,0.0742591236862
16,1,8.1666208,0.18856112489
17,0,0.6332976,0.0699513783441
17,0.1,5.199968,0.101099972773
17,0.05,5.2266348,0.0489884071037
17,0.01,1.8066584,0.137275162454
17,0.005,1.1333272,0.0942805977567
17,1,8.2932884,0.0442295142799
18,0,0.6666632,0.121105023297
18,0.1,5.1261768,0.0648354767188
18,0.05,5.0999748,0.0632446046755
18,0.01,1.7933228,0.0771711633148
18,0.005,1.006518,0.0880359254646
18,1,8.1999634,0.109543963786
19,0,0.4866624,0.116617254333
19,0.1,5.0133046,0.0339964967819
19,0.05,4.9866388,0.0399986002925
19,0.01,1.626653,0.135649794596
19,0.005,0.9733276,0.178137939068
19,1,8.1532892,0.0686407138902
20,0,0.4333308,0.105408896948
20,0.1,4.8799704,0.0686362263928
20,0.05,4.9066386,0.0489906658277
20,0.01,1.4997448,0.0554833248009
20,0.005,0.9799208,0.0860194310476
20,1,8.0932942,0.137275434537
