0,10,0.296188,0.445386,0.34,40,data/models/exp/yolov2-stmarc-car-tmp-10fr-trial0.h5
1,10,0.606348,0.93033,0.359167,40,data/models/exp/yolov2-stmarc-car-tmp-10fr-trial1.h5
2,10,0.135519,0.588831,0.124,40,data/models/exp/yolov2-stmarc-car-tmp-10fr-trial2.h5
3,10,0.698283,0.719898,0.482667,40,data/models/exp/yolov2-stmarc-car-tmp-10fr-trial3.h5
4,10,0.789968,0.899457,0.558462,40,data/models/exp/yolov2-stmarc-car-tmp-10fr-trial4.h5
5,10,0,0,0,40,data/models/exp/yolov2-stmarc-car-tmp-10fr-trial5.h5
6,10,0.477667,0.988889,0.246667,40,data/models/exp/yolov2-stmarc-car-tmp-10fr-trial6.h5
0,10,0.0136111,0.152778,0.025,50,data/models/exp/yolov2-stmarc-car-tmp-10fr-trial0.h5
1,10,0.543115,0.830684,0.352143,50,data/models/exp/yolov2-stmarc-car-tmp-10fr-trial1.h5
2,10,0.135687,0.245396,0.304,50,data/models/exp/yolov2-stmarc-car-tmp-10fr-trial2.h5
3,10,0.170486,0.377714,0.302,50,data/models/exp/yolov2-stmarc-car-tmp-10fr-trial3.h5
4,10,0,1,0,50,data/models/exp/yolov2-stmarc-car-tmp-10fr-trial4.h5
5,10,0.0111111,0.111111,0.05,50,data/models/exp/yolov2-stmarc-car-tmp-10fr-trial5.h5
6,10,0.252918,0.675842,0.197273,50,data/models/exp/yolov2-stmarc-car-tmp-10fr-trial6.h5
0,10,0.597143,0.904762,0.33,60,data/models/exp/yolov2-stmarc-car-tmp-10fr-trial0.h5
1,10,0.210895,0.224902,0.671429,60,data/models/exp/yolov2-stmarc-car-tmp-10fr-trial1.h5
2,10,0.0633333,0.916667,0.025,60,data/models/exp/yolov2-stmarc-car-tmp-10fr-trial2.h5
3,10,0.656302,0.81401,0.424286,60,data/models/exp/yolov2-stmarc-car-tmp-10fr-trial3.h5
4,10,0.637607,0.920401,0.331875,60,data/models/exp/yolov2-stmarc-car-tmp-10fr-trial4.h5
