input_1,1,0,16.4166
conv1_relu/clip_by_value,1,29.9833,15.45
conv_pw_1_relu/clip_by_value,1,29.9832,12.75
conv_pw_2_relu/clip_by_value,1,29.0499,11.4333
conv_pw_3_relu/clip_by_value,1,21.9333,14.15
conv_pw_4_relu/clip_by_value,1,19.6333,16.85
conv_pw_5_relu/clip_by_value,1,18.2999,18.3
conv_pw_6_relu/clip_by_value,1,18.3499,18.3333
conv_pw_7_relu/clip_by_value,1,17.9,17.8833
conv_pw_8_relu/clip_by_value,1,17.7999,17.8
conv_pw_9_relu/clip_by_value,1,17.3666,17.35
conv_pw_10_relu/clip_by_value,1,17.3,17.3
conv_pw_11_relu/clip_by_value,1,16.9333,16.9333
conv_pw_12_relu/clip_by_value,1,16.6833,16.6833
conv_pw_13_relu/clip_by_value,1,16.3166,16.3166
conv_pw_13_relu/clip_by_value,1,16.3,16.3
dense_2/Softmax:0,1,16.2166
input_1,2,0,9.43331,9.43332
conv1_relu/clip_by_value,2,29.983,8.9999,8.99996
conv_pw_1_relu/clip_by_value,2,29.9665,7.51662,7.54998
conv_pw_2_relu/clip_by_value,2,22.5498,8.76659,8.83329
conv_pw_3_relu/clip_by_value,2,17.1499,11.0333,11.1333
conv_pw_4_relu/clip_by_value,2,15.2499,13.0166,12.9833
conv_pw_5_relu/clip_by_value,2,14.5832,14.5666,14.5666
conv_pw_6_relu/clip_by_value,2,14.8666,14.8499,14.8499
conv_pw_7_relu/clip_by_value,2,15.2166,15.2166,15.2166
conv_pw_8_relu/clip_by_value,2,15.4332,15.4165,15.4166
conv_pw_9_relu/clip_by_value,2,15.5829,15.5663,15.5663
conv_pw_10_relu/clip_by_value,2,15.9833,15.9666,15.9666
conv_pw_11_relu/clip_by_value,2,16.233,16.2163,16.2164
conv_pw_12_relu/clip_by_value,2,16.1666,16.1499,16.1499
conv_pw_13_relu/clip_by_value,2,16.2165,16.2166,16.2166
conv_pw_13_relu/clip_by_value,2,16.2333,16.2333,16.2333
dense_2/Softmax:0,2,16.2333
input_1,3,0,6.58331,6.56665,6.56665
conv1_relu/clip_by_value,3,29.983,6.18327,6.1833,6.21663
conv_pw_1_relu/clip_by_value,3,25.0498,5.96662,5.88331,5.94999
conv_pw_2_relu/clip_by_value,3,17.9831,7.14992,7.13329,7.16663
conv_pw_3_relu/clip_by_value,3,13.8665,9.13323,9.14991,9.09995
conv_pw_4_relu/clip_by_value,3,12.2832,10.6832,10.6666,10.7166
conv_pw_5_relu/clip_by_value,3,12.15,12.1333,12.1333,12.1333
conv_pw_6_relu/clip_by_value,3,12.5499,12.5333,12.5333,12.5333
conv_pw_7_relu/clip_by_value,3,13.0166,12.9999,13,13
conv_pw_8_relu/clip_by_value,3,13.6998,13.6832,13.6833,13.6833
conv_pw_9_relu/clip_by_value,3,14.1666,14.1499,14.15,14.15
conv_pw_10_relu/clip_by_value,3,14.8665,14.8499,14.8499,14.8499
conv_pw_11_relu/clip_by_value,3,15.5998,15.5998,15.5998,15.5999
conv_pw_12_relu/clip_by_value,3,15.8163,15.7997,15.7997,15.7997
conv_pw_13_relu/clip_by_value,3,16.2498,16.2498,16.2499,16.25
conv_pw_13_relu/clip_by_value,3,16.2665,16.2665,16.2665,16.2666
dense_2/Softmax:0,3,16.1833
input_1,4,0,5.34998,5.36665,5.34998,5.36665
conv1_relu/clip_by_value,4,29.9831,5.06663,5.04997,5.04999,5.04999
conv_pw_1_relu/clip_by_value,4,21.4495,5.03321,5.04988,5.01665,5.04999
conv_pw_2_relu/clip_by_value,4,15.3332,6.06663,6.06664,6.04998,6.06665
conv_pw_3_relu/clip_by_value,4,11.7166,7.74997,7.76664,7.74998,7.76665
conv_pw_4_relu/clip_by_value,4,10.2666,8.96662,8.99995,8.96665,8.99998
conv_pw_5_relu/clip_by_value,4,10.3833,10.3666,10.3833,10.3833,10.3833
conv_pw_6_relu/clip_by_value,4,10.8333,10.8333,10.8333,10.8333,10.8333
conv_pw_7_relu/clip_by_value,4,11.4166,11.3999,11.3999,11.4,11.4
conv_pw_8_relu/clip_by_value,4,12.1832,12.1666,12.1666,12.1666,12.1666
conv_pw_9_relu/clip_by_value,4,12.8833,12.8833,12.8833,12.8833,12.8833
conv_pw_10_relu/clip_by_value,4,13.8999,13.8999,13.8999,13.9,13.9
conv_pw_11_relu/clip_by_value,4,14.9666,14.9666,14.9666,14.95,14.9666
conv_pw_12_relu/clip_by_value,4,15.4499,15.4332,15.4332,15.4333,15.4333
conv_pw_13_relu/clip_by_value,4,16.2166,16.2166,16.2166,16.2166,16.2166
conv_pw_13_relu/clip_by_value,4,16.2665,16.2666,16.2666,16.2666,16.2666
dense_2/Softmax:0,4,16.3833
