mean=0_0_0_0_0_0_0_0_0_1,0.3745,0.3703,0.364649681529_0.396496815287_0.396496815287_0.396496815287_0.396496815287_0.396496815287_0.396496815287_0.396496815287_0.396496815287_0.208583133978,0.364649681529_0.396496815287_0.396496815287_0.396496815287_0.396496815287_0.396496815287_0.396496815287_0.396496815287_0.396496815287_0.165979215216,229,249,249,249,249,249,249,249,249,249,8,8,8,8,8,8,8,8,8,8
mean=0_0_1_1_1_1_2_2_3_3,0.2448,0.1565,0.364649681529_0.364649681529_0.208583133978_0.208583133978_0.208583133978_0.208583133978_0.1523_0.2582625_0.2368_0.2368,0.364649681529_0.364649681529_0.165979215216_0.165979215216_0.165979215216_0.165979215216_0.040412044374_0.040412044374_0.0455227613807_0.0455227613807,229,229,249,249,249,249,249,249,249,249,8,8,8,8,8,8,8,7,8,8
mean=0_0_0_0_1_1_1_4_4_4,0.2758,0.2225,0.364649681529_0.364649681529_0.364649681529_0.396496815287_0.208583133978_0.273385808506_0.273385808506_0.1347_0.1347_0.2428625,0.364649681529_0.364649681529_0.364649681529_0.396496815287_0.165979215216_0.23427037729_0.23427037729_0.033400357462_0.033400357462_0.033400357462,229,229,229,249,249,280,280,249,249,249,8,8,8,8,8,8,8,8,8,7
mean=0_0_0_0_0_2_2_5_5_5,0.5157,0.3849,0.6708655596_0.445859872611_0.445859872611_0.445859872611_0.445859872611_0.2716_0.2716_0.688016223936_0.688016223936_0.783344599955,0.262738853503_0.445859872611_0.445859872611_0.445859872611_0.445859872611_0.175458455966_0.175458455966_0.483933363844_0.483933363844_0.483933363844,165,280,280,280,280,280,280,165,165,165,5,8,8,8,8,8,8,6,6,5
mean=0_1_1_2_2_2_2_3_4_5,0.2692,0.1747,0.364649681529_0.208583133978_0.208583133978_0.1523_0.1523_0.1523_0.1523_0.2368_0.2428625_0.821220244371,0.364649681529_0.165979215216_0.165979215216_0.040412044374_0.040412044374_0.040412044374_0.040412044374_0.0455227613807_0.033400357462_0.809889289214,229,249,249,249,249,249,249,249,249,229,8,8,8,8,8,8,8,8,7,8
mean=1_1_1_1_1_1_4_4_4_5,0.2552,0.1878,0.284037143404_0.208583133978_0.208583133978_0.208583133978_0.208583133978_0.208583133978_0.1347_0.1347_0.1347_0.821220244371,0.137708685456_0.165979215216_0.165979215216_0.165979215216_0.165979215216_0.165979215216_0.033400357462_0.033400357462_0.033400357462_0.809889289214,229,249,249,249,249,249,249,249,249,229,7,8,8,8,8,8,8,8,8,8
mean=0_0_1_2_2_3_3_3_3_5,0.3149,0.2,0.364649681529_0.396496815287_0.208583133978_0.1523_0.2582625_0.2368_0.2368_0.2368_0.2368_0.821220244371,0.364649681529_0.396496815287_0.165979215216_0.040412044374_0.040412044374_0.0455227613807_0.0455227613807_0.0455227613807_0.0455227613807_0.809889289214,229,249,249,249,249,249,249,249,249,229,8,8,8,8,7,8,8,8,8,8
mean=0_1_3_4_4_4_4_4_4_4,0.1753,0.081,0.364649681529_0.208583133978_0.2368_0.1347_0.1347_0.1347_0.1347_0.1347_0.1347_0.1347,0.364649681529_0.165979215216_0.0455227613807_0.033400357462_0.033400357462_0.033400357462_0.033400357462_0.033400357462_0.033400357462_0.033400357462,229,249,249,249,249,249,249,249,249,249,8,8,8,8,8,8,8,8,8,8
mean=0_0_1_4_4_4_5_5_5_5,0.5198,0.4777,0.444068471338_0.396496815287_0.273385808506_0.2665_0.2665_0.2665_0.821220244371_0.821220244371_0.821220244371_0.821220244371,0.364649681529_0.396496815287_0.23427037729_0.18063002681_0.18063002681_0.18063002681_0.809889289214_0.809889289214_0.809889289214_0.809889289214,229,249,280,280,280,280,229,229,229,229,7,8,8,8,8,8,8,8,8,8
mean=0_0_1_3_3_3_3_3_5_5,0.385,0.285,0.364649681529_0.364649681529_0.208583133978_0.2368_0.2582_0.2582_0.2582_0.2582_0.821220244371_0.821220244371,0.364649681529_0.364649681529_0.165979215216_0.0455227613807_0.0722861430715_0.0722861430715_0.0722861430715_0.0722861430715_0.809889289214_0.809889289214,229,229,249,249,280,280,280,280,229,229,8,8,8,8,8,8,8,8,8,8
mean=0_1_1_1_1_2_2_3_4_4,0.201,0.1222,0.364649681529_0.208583133978_0.208583133978_0.208583133978_0.208583133978_0.1523_0.1523_0.2368_0.1347_0.1347,0.364649681529_0.165979215216_0.165979215216_0.165979215216_0.165979215216_0.040412044374_0.040412044374_0.0455227613807_0.033400357462_0.033400357462,229,249,249,249,249,249,249,249,249,249,8,8,8,8,8,8,8,8,8,8
mean=1_1_1_1_3_4_4_4_5_5,0.3177,0.2401,0.181756735318_0.208583133978_0.208583133978_0.208583133978_0.2368_0.1347_0.1347_0.1347_0.843567713825_0.885070157096,0.137708685456_0.165979215216_0.165979215216_0.165979215216_0.0455227613807_0.033400357462_0.033400357462_0.033400357462_0.809889289214_0.809889289214,229,249,249,249,249,249,249,249,229,229,8,8,8,8,8,8,8,8,7,6
mean=0_1_1_1_4_4_5_5_5_5,0.5003,0.4668,0.364649681529_0.273385808506_0.273385808506_0.273385808506_0.2665_0.2665_0.821220244371_0.821220244371_0.821220244371_0.821220244371,0.364649681529_0.23427037729_0.23427037729_0.23427037729_0.18063002681_0.18063002681_0.809889289214_0.809889289214_0.809889289214_0.809889289214,229,280,280,280,280,280,229,229,229,229,8,8,8,8,8,8,8,8,8,8
mean=0_0_0_0_0_0_3_3_3_5,0.3911,0.3342,0.364649681529_0.364649681529_0.396496815287_0.396496815287_0.396496815287_0.396496815287_0.2582_0.2582_0.2582_0.821220244371,0.364649681529_0.364649681529_0.396496815287_0.396496815287_0.396496815287_0.396496815287_0.0722861430715_0.0722861430715_0.0722861430715_0.809889289214,229,229,249,249,249,249,280,280,280,229,8,8,8,8,8,8,8,8,8,8
mean=0_0_0_0_2_2_2_4_5_5,0.4215,0.3348,0.558803457689_0.396496815287_0.396496815287_0.396496815287_0.2716_0.2716_0.2716_0.2665_0.645464201473_0.73952471945,0.313694267516_0.396496815287_0.396496815287_0.396496815287_0.175458455966_0.175458455966_0.175458455966_0.18063002681_0.569135922608_0.569135922608,197,249,249,249,280,280,280,280,197,197,6,8,8,8,8,8,8,8,7,6
mean=0_0_1_1_1_1_1_3_4_4,0.2387,0.1672,0.364649681529_0.364649681529_0.208583133978_0.208583133978_0.208583133978_0.208583133978_0.208583133978_0.2368_0.1347_0.2428625,0.364649681529_0.364649681529_0.165979215216_0.165979215216_0.165979215216_0.165979215216_0.165979215216_0.0455227613807_0.033400357462_0.033400357462,229,229,249,249,249,249,249,249,249,249,8,8,8,8,8,8,8,8,8,7
mean=2_2_3_3_3_3_3_3_3_3,0.2275,0.0407,0.2461875_0.1523_0.2191_0.2368_0.2368_0.2368_0.2368_0.2368_0.2368_0.2368,0.0247905818429_0.040412044374_0.0233866933467_0.0455227613807_0.0455227613807_0.0455227613807_0.0455227613807_0.0455227613807_0.0455227613807_0.0455227613807,229,249,229,249,249,249,249,249,249,249,7,8,8,8,8,8,8,8,8,8
mean=0_0_2_2_2_4_4_4_5_5,0.3695,0.2602,0.364649681529_0.396496815287_0.1523_0.1523_0.2582625_0.2428625_0.2428625_0.2428625_0.821220244371_0.821220244371,0.364649681529_0.396496815287_0.040412044374_0.040412044374_0.040412044374_0.033400357462_0.033400357462_0.033400357462_0.809889289214_0.809889289214,229,249,249,249,249,249,249,249,229,229,8,8,8,8,7,7,7,7,8,8
mean=0_0_0_1_3_3_5_5_5_5,0.5361,0.4825,0.444068471338_0.396496815287_0.445859872611_0.273385808506_0.2582_0.2582_0.821220244371_0.821220244371_0.821220244371_0.821220244371,0.364649681529_0.396496815287_0.445859872611_0.23427037729_0.0722861430715_0.0722861430715_0.809889289214_0.809889289214_0.809889289214_0.809889289214,229,249,280,280,280,280,229,229,229,229,7,8,8,8,8,8,8,8,8,8
mean=0_0_2_2_3_5_5_5_5_5,0.597,0.4028,0.693613512284_0.445859872611_0.2716_0.2716_0.350925_0.73952471945_0.73952471945_0.819114388507_0.819114388507_0.819114388507,0.313694267516_0.445859872611_0.175458455966_0.175458455966_0.0722861430715_0.569135922608_0.569135922608_0.569135922608_0.569135922608_0.569135922608,197,280,280,280,280,197,197,197,197,197,5,8,8,8,7,6,6,5,5,5
mean=0_1_1_1_2_3_3_3_3_5,0.3017,0.1895,0.364649681529_0.208583133978_0.208583133978_0.208583133978_0.2582625_0.2368_0.2368_0.2368_0.2368_0.821220244371,0.364649681529_0.165979215216_0.165979215216_0.165979215216_0.040412044374_0.0455227613807_0.0455227613807_0.0455227613807_0.0455227613807_0.809889289214,229,249,249,249,249,249,249,249,249,229,8,8,8,8,7,8,8,8,8,8
mean=1_2_2_4_4_4_4_4_4_4,0.1429,0.0452,0.181756735318_0.1523_0.1523_0.1347_0.1347_0.1347_0.1347_0.1347_0.1347_0.1347,0.137708685456_0.040412044374_0.040412044374_0.033400357462_0.033400357462_0.033400357462_0.033400357462_0.033400357462_0.033400357462_0.033400357462,229,249,249,249,249,249,249,249,249,249,8,8,8,8,8,8,8,8,8,8
mean=1_1_3_3_3_3_3_3_3_4,0.2183,0.0656,0.181756735318_0.208583133978_0.2368_0.2368_0.2368_0.2368_0.2368_0.2368_0.2368_0.1347,0.137708685456_0.165979215216_0.0455227613807_0.0455227613807_0.0455227613807_0.0455227613807_0.0455227613807_0.0455227613807_0.0455227613807_0.033400357462,229,249,249,249,249,249,249,249,249,249,8,8,8,8,8,8,8,8,8,8
mean=1_2_2_2_2_3_3_3_3_4,0.1873,0.0515,0.181756735318_0.1523_0.1523_0.1523_0.1523_0.2368_0.2368_0.2368_0.2368_0.1347,0.137708685456_0.040412044374_0.040412044374_0.040412044374_0.040412044374_0.0455227613807_0.0455227613807_0.0455227613807_0.0455227613807_0.033400357462,229,249,249,249,249,249,249,249,249,249,8,8,8,8,8,8,8,8,8,8
mean=0_1_1_1_1_1_3_3_5_5,0.3718,0.311,0.364649681529_0.208583133978_0.208583133978_0.273385808506_0.273385808506_0.273385808506_0.2368_0.2368_0.821220244371_0.821220244371,0.364649681529_0.165979215216_0.165979215216_0.23427037729_0.23427037729_0.23427037729_0.0455227613807_0.0455227613807_0.809889289214_0.809889289214,229,249,249,280,280,280,249,249,229,229,8,8,8,8,8,8,8,8,8,8
mean=0_0_0_0_0_3_4_4_4_5,0.3521,0.2906,0.364649681529_0.396496815287_0.396496815287_0.396496815287_0.396496815287_0.2368_0.1347_0.1347_0.2428625_0.821220244371,0.364649681529_0.396496815287_0.396496815287_0.396496815287_0.396496815287_0.0455227613807_0.033400357462_0.033400357462_0.033400357462_0.809889289214,229,249,249,249,249,249,249,249,249,229,8,8,8,8,8,8,8,8,7,8
mean=0_1_3_3_5_5_5_5_5_5,0.6777,0.5603,0.716361464968_0.364212582443_0.350925_0.350925_0.821220244371_0.821220244371_0.821220244371_0.843567713825_0.843567713825_0.843567713825,0.364649681529_0.23427037729_0.0722861430715_0.0722861430715_0.809889289214_0.809889289214_0.809889289214_0.809889289214_0.809889289214_0.809889289214,229,280,280,280,229,229,229,229,229,229,5,7,7,7,8,8,8,7,7,7
mean=0_1_1_1_1_1_1_2_2_5,0.2848,0.2251,0.364649681529_0.208583133978_0.208583133978_0.208583133978_0.208583133978_0.208583133978_0.208583133978_0.1523_0.2582625_0.821220244371,0.364649681529_0.165979215216_0.165979215216_0.165979215216_0.165979215216_0.165979215216_0.165979215216_0.040412044374_0.040412044374_0.809889289214,229,249,249,249,249,249,249,249,249,229,8,8,8,8,8,8,8,8,7,8
mean=1_1_1_1_1_3_3_4_4_4,0.1894,0.0993,0.181756735318_0.208583133978_0.208583133978_0.208583133978_0.208583133978_0.2368_0.2368_0.1347_0.1347_0.1347,0.137708685456_0.165979215216_0.165979215216_0.165979215216_0.165979215216_0.0455227613807_0.0455227613807_0.033400357462_0.033400357462_0.033400357462,229,249,249,249,249,249,249,249,249,249,8,8,8,8,8,8,8,8,8,8
mean=0_0_2_3_3_3_4_4_4_4,0.2239,0.104,0.364649681529_0.364649681529_0.1523_0.2368_0.2368_0.2368_0.1347_0.1347_0.1347_0.2428625,0.364649681529_0.364649681529_0.040412044374_0.0455227613807_0.0455227613807_0.0455227613807_0.033400357462_0.033400357462_0.033400357462_0.033400357462,229,229,249,249,249,249,249,249,249,249,8,8,8,8,8,8,8,8,8,7
mean=2_3_5_5_5_5_5_5_5_5,0.6672,0.4589,0.440907142857_0.314525_0.73952471945_0.73952471945_0.73952471945_0.73952471945_0.73952471945_0.73952471945_0.73952471945_0.73952471945,0.0155082635273_0.020260130065_0.569135922608_0.569135922608_0.569135922608_0.569135922608_0.569135922608_0.569135922608_0.569135922608_0.569135922608,197,197,197,197,197,197,197,197,197,197,6,7,6,6,6,6,6,6,6,6
mean=0_3_4_4_4_4_4_4_5_5,0.3485,0.223,0.364649681529_0.2368_0.1347_0.1347_0.2428625_0.2428625_0.2428625_0.2428625_0.821220244371_0.821220244371,0.364649681529_0.0455227613807_0.033400357462_0.033400357462_0.033400357462_0.033400357462_0.033400357462_0.033400357462_0.809889289214_0.809889289214,229,249,249,249,249,249,249,249,229,229,8,8,8,8,7,7,7,7,8,8
mean=0_0_0_0_0_2_2_2_3_4,0.3141,0.2087,0.364649681529_0.364649681529_0.364649681529_0.396496815287_0.396496815287_0.2582625_0.2582625_0.2582625_0.2368_0.2428625,0.364649681529_0.364649681529_0.364649681529_0.396496815287_0.396496815287_0.040412044374_0.040412044374_0.040412044374_0.0455227613807_0.033400357462,229,229,229,249,249,249,249,249,249,249,8,8,8,8,8,7,7,7,8,7
mean=0_0_2_2_2_2_4_5_5_5,0.4617,0.3668,0.444068471338_0.396496815287_0.2582625_0.2582625_0.2582625_0.2716_0.2665_0.821220244371_0.821220244371_0.821220244371,0.364649681529_0.396496815287_0.040412044374_0.040412044374_0.040412044374_0.175458455966_0.18063002681_0.809889289214_0.809889289214_0.809889289214,229,249,249,249,249,280,280,229,229,229,7,8,7,7,7,8,8,8,8,8
mean=0_0_0_0_0_1_2_3_4_5,0.3667,0.3109,0.364649681529_0.364649681529_0.396496815287_0.396496815287_0.396496815287_0.273385808506_0.1523_0.2582_0.2428625_0.821220244371,0.364649681529_0.364649681529_0.396496815287_0.396496815287_0.396496815287_0.23427037729_0.040412044374_0.0722861430715_0.033400357462_0.809889289214,229,229,249,249,249,280,249,280,249,229,8,8,8,8,8,8,8,8,7,8
mean=0_0_0_0_1_2_2_2_4_5,0.357,0.2653,0.364649681529_0.364649681529_0.396496815287_0.396496815287_0.208583133978_0.2582625_0.2582625_0.2582625_0.2428625_0.821220244371,0.364649681529_0.364649681529_0.396496815287_0.396496815287_0.165979215216_0.040412044374_0.040412044374_0.040412044374_0.033400357462_0.809889289214,229,229,249,249,249,249,249,249,249,229,8,8,8,8,8,7,7,7,7,8
mean=1_1_1_1_1_1_3_3_4_5,0.2756,0.1902,0.284037143404_0.208583133978_0.208583133978_0.208583133978_0.208583133978_0.208583133978_0.2368_0.2368_0.1347_0.821220244371,0.137708685456_0.165979215216_0.165979215216_0.165979215216_0.165979215216_0.165979215216_0.0455227613807_0.0455227613807_0.033400357462_0.809889289214,229,249,249,249,249,249,249,249,249,229,7,8,8,8,8,8,8,8,8,8
mean=1_2_2_2_3_4_4_4_4_4,0.1549,0.0471,0.181756735318_0.1523_0.1523_0.1523_0.2368_0.1347_0.1347_0.1347_0.1347_0.1347,0.137708685456_0.040412044374_0.040412044374_0.040412044374_0.0455227613807_0.033400357462_0.033400357462_0.033400357462_0.033400357462_0.033400357462,229,249,249,249,249,249,249,249,249,249,8,8,8,8,8,8,8,8,8,8
mean=2_5_5_5_5_5_5_5_5_5,0.655,0.4233,0.435635714286_0.679346336199_0.679346336199_0.679346336199_0.679346336199_0.679346336199_0.679346336199_0.679346336199_0.679346336199_0.679346336199,0.00622594521168_0.469592105922_0.469592105922_0.469592105922_0.469592105922_0.469592105922_0.469592105922_0.469592105922_0.469592105922_0.469592105922,133,133,133,133,133,133,133,133,133,133,6,6,6,6,6,6,6,6,6,6
mean=0_0_0_1_1_2_2_3_5_5,0.3984,0.3367,0.364649681529_0.364649681529_0.396496815287_0.273385808506_0.273385808506_0.1523_0.2582625_0.2582_0.821220244371_0.821220244371,0.364649681529_0.364649681529_0.396496815287_0.23427037729_0.23427037729_0.040412044374_0.040412044374_0.0722861430715_0.809889289214_0.809889289214,229,229,249,280,280,249,249,280,229,229,8,8,8,8,8,8,7,8,8,8
mean=0_0_0_0_0_0_1_2_2_4,0.3071,0.2595,0.364649681529_0.364649681529_0.396496815287_0.396496815287_0.396496815287_0.396496815287_0.208583133978_0.1523_0.1523_0.2428625,0.364649681529_0.364649681529_0.396496815287_0.396496815287_0.396496815287_0.396496815287_0.165979215216_0.040412044374_0.040412044374_0.033400357462,229,229,249,249,249,249,249,249,249,249,8,8,8,8,8,8,8,8,8,7
mean=2_2_3_3_3_3_3_4_4_5,0.2673,0.117,0.2461875_0.1523_0.2368_0.2368_0.2368_0.2368_0.2368_0.1347_0.1347_0.821220244371,0.0247905818429_0.040412044374_0.0455227613807_0.0455227613807_0.0455227613807_0.0455227613807_0.0455227613807_0.033400357462_0.033400357462_0.809889289214,229,249,249,249,249,249,249,249,249,229,7,8,8,8,8,8,8,8,8,8
mean=1_2_3_3_3_3_4_4_4_5,0.2609,0.127,0.284037143404_0.1523_0.2368_0.2368_0.2368_0.2368_0.1347_0.1347_0.1347_0.821220244371,0.137708685456_0.040412044374_0.0455227613807_0.0455227613807_0.0455227613807_0.0455227613807_0.033400357462_0.033400357462_0.033400357462_0.809889289214,229,249,249,249,249,249,249,249,249,229,7,8,8,8,8,8,8,8,8,8
mean=0_0_1_1_2_2_3_3_3_4,0.2404,0.1312,0.364649681529_0.364649681529_0.208583133978_0.208583133978_0.1523_0.1523_0.2368_0.2368_0.2368_0.2428625,0.364649681529_0.364649681529_0.165979215216_0.165979215216_0.040412044374_0.040412044374_0.0455227613807_0.0455227613807_0.0455227613807_0.033400357462,229,229,249,249,249,249,249,249,249,249,8,8,8,8,8,8,8,8,8,7
mean=0_1_1_2_2_3_3_4_4_5,0.2759,0.1745,0.364649681529_0.208583133978_0.208583133978_0.1523_0.1523_0.2368_0.2368_0.1347_0.2428625_0.821220244371,0.364649681529_0.165979215216_0.165979215216_0.040412044374_0.040412044374_0.0455227613807_0.0455227613807_0.033400357462_0.033400357462_0.809889289214,229,249,249,249,249,249,249,249,249,229,8,8,8,8,8,8,8,8,7,8
mean=1_2_3_3_3_5_5_5_5_5,0.5079,0.2675,0.609655013559_0.2582625_0.3322_0.3322_0.3322_0.575355415912_0.575355415912_0.688016223936_0.688016223936_0.688016223936,0.0785575910408_0.040412044374_0.0455227613807_0.0455227613807_0.0455227613807_0.483933363844_0.483933363844_0.483933363844_0.483933363844_0.483933363844,165,249,249,249,249,165,165,165,165,165,5,7,7,7,7,7,7,6,6,6
mean=0_0_1_2_2_2_2_3_4_5,0.3166,0.1946,0.364649681529_0.364649681529_0.208583133978_0.1523_0.2582625_0.2582625_0.2582625_0.2368_0.2428625_0.821220244371,0.364649681529_0.364649681529_0.165979215216_0.040412044374_0.040412044374_0.040412044374_0.040412044374_0.0455227613807_0.033400357462_0.809889289214,229,229,249,249,249,249,249,249,249,229,8,8,8,8,7,7,7,8,7,8
