Mul:0,1,0.26554,1.373,0,225.651
conv:0,1,0.443348,1.46242,10.1554,237.279
conv_1:0,1,0.2677,1.52903,16.484,250.089
conv_2:0,1,0.351924,1.37282,28.1163,284.26
pool:0,1,0.511708,1.63666,27.9115,269.23
conv_3:0,1,0.516792,1.62634,31.6973,275.405
conv_4:0,1,0.633092,1.62154,194.087,490.251
pool_1:0,1,0.6055,1.63684,197.914,486.656
mixed/join:0,1,0.98212,1.628,205.243,524.727
mixed_1/join:0,1,0.887536,1.64764,211.468,557.413
mixed_2/join:0,1,1.0246,1.65572,220.662,298.07
mixed_3/join:0,1,0.717364,1.63906,219.011,279.428
mixed_4/join:0,1,0.350028,1.59121,215.67,274.414
mixed_5/join:0,1,0.432052,1.61978,220.87,261.551
mixed_6/join:0,1,0.757836,1.53761,223.174,257.852
mixed_7/join:0,1,0.612396,1.53115,223.24,247.196
mixed_8/join:0,1,0.527308,1.5096,224.798,243.048
mixed_9/join:0,1,0.343312,1.41241,223.589,238.431
mixed_10/join:0,1,0.440664,1.41606,227.571,229.158
pool_3:0,1,0.316204,1.42012,224.666,227.893
softmax:0,1,0.434472,1.43684,229.064,0
Mul:0,2,0.888112,1.83384,0,285.664
conv:0,2,0.933568,2.01314,14.7572,307.732
conv_1:0,2,0.956992,1.97861,22.235,326.004
conv_2:0,2,1.051,1.76303,186.707,523.475
pool:0,2,1.34739,1.80974,184.251,511.983
conv_3:0,2,1.30012,1.86976,193.916,531.085
conv_4:0,2,1.33809,1.87864,210.732,615.704
pool_1:0,2,1.13233,1.87122,211.84,611.297
mixed/join:0,2,1.38088,1.83043,223.826,665.382
mixed_1/join:0,2,1.27156,1.87062,235.696,716.661
mixed_2/join:0,2,1.43244,1.89555,245.348,794.055
mixed_3/join:0,2,1.43062,1.84422,245.975,336.636
mixed_4/join:0,2,1.12187,1.80005,242.859,319.627
mixed_5/join:0,2,1.01301,1.95563,239.27,302.096
mixed_6/join:0,2,1.02751,1.68849,236.92,285.037
mixed_7/join:0,2,0.834984,1.57633,233.804,265.132
mixed_8/join:0,2,0.610236,1.56509,230.792,256.127
mixed_9/join:0,2,0.456088,1.48998,229.324,245.302
mixed_10/join:0,2,0.567268,1.43492,227.693,228.632
pool_3:0,2,0.384952,1.48249,225.865,227.488
softmax:0,2,0.379788,1.4038,227.722,0
Mul:0,3,1.45923,1.95958,0,348.552
conv:0,3,1.16498,2.07109,17.1688,377.912
conv_1:0,3,1.39284,2.03928,27.218,400.019
conv_2:0,3,1.49143,1.83725,196.726,636.233
pool:0,3,1.09954,1.82261,196.785,617.471
conv_3:0,3,1.4035,1.83227,203.025,643.471
conv_4:0,3,1.40637,1.94383,224.957,762.539
pool_1:0,3,1.07025,1.89688,225.359,751.336
mixed/join:0,3,1.37212,1.92418,242.092,807.088
mixed_1/join:0,3,1.68404,1.9087,254.368,874.266
mixed_2/join:0,3,1.71413,1.91563,269.355,929.571
mixed_3/join:0,3,1.5497,1.90185,275.541,398.076
mixed_4/join:0,3,1.35278,1.80272,266.932,370.226
mixed_5/join:0,3,1.13788,1.80734,258.476,341.615
mixed_6/join:0,3,0.904828,1.71366,251.632,318.943
mixed_7/join:0,3,0.728368,1.62965,244.101,285.472
mixed_8/join:0,3,0.685032,1.64937,238.899,269.076
mixed_9/join:0,3,0.4739,1.48667,235.075,250.982
mixed_10/join:0,3,0.457444,1.40338,227.604,229.149
pool_3:0,3,0.503204,1.42546,226.074,228.744
softmax:0,3,0.434472,1.43684,229.064,0
Mul,4,1.73848,1.90895,0,411.658
conv:0,4,1.48115,1.98682,17.4692,438.066
conv_1:0,4,1.65028,2.0837,35.123,475.258
conv_2:0,4,1.64107,2.03451,203.523,730.354
pool:0,4,1.76133,1.94924,202.471,703.695
conv_3:0,4,1.45972,1.98412,207.895,725.105
conv_4:0,4,1.64264,1.95006,233.419,836.994
pool_1:0,4,1.52048,1.94954,230.751,818.105
mixed/join:0,4,1.72964,1.9072,250.752,897.989
mixed_1/join:0,4,1.6265,1.88882,268.926,979.086
mixed_2/join:0,4,1.24747,1.84102,285.362,1054.52
mixed_3/join:0,4,1.83608,1.8951,303.201,493.234
mixed_4/join:0,4,1.60984,1.85102,287.429,418.656
mixed_5/join:0,4,1.51798,1.7934,276.072,381.483
mixed_6/join:0,4,1.17728,1.76609,261.766,343.564
mixed_7/join:0,4,0.799164,1.70867,247.88,303.048
mixed_8/join:0,4,0.560176,1.60922,242.168,282.297
mixed_9/join:0,4,0.554932,1.54559,235.1,256.757
mixed_10/join:0,4,0.40464,1.3524,226.094,228.712
pool_3:0,4,0.192876,1.35856,227.337,228.995
softmax:0,4,0.186388,1.43801,227.968,0
