mean=0_0_0_2_2_4_4_4_4,0.2137,0.1436,0.364649681529_0.364649681529_0.364649681529_0.1385_0.1523_0.1347_0.1347_0.1347_0.1347,0.364649681529_0.364649681529_0.364649681529_0.0247905818429_0.040412044374_0.033400357462_0.033400357462_0.033400357462_0.033400357462,229,229,229,229,249,249,249,249,249,8,8,8,8,8,8,8,8,8
mean=0_0_0_1_1_1_2_3_3,0.2587,0.189,0.364649681529_0.364649681529_0.364649681529_0.208583133978_0.208583133978_0.208583133978_0.1523_0.2191_0.2368,0.364649681529_0.364649681529_0.364649681529_0.165979215216_0.165979215216_0.165979215216_0.040412044374_0.0233866933467_0.0455227613807,229,229,229,249,249,249,249,229,249,8,8,8,8,8,8,8,8,8
mean=0_0_1_2_2_3_3_3_4,0.228,0.1224,0.364649681529_0.364649681529_0.208583133978_0.1523_0.1523_0.2191_0.2191_0.2368_0.1347,0.364649681529_0.364649681529_0.165979215216_0.040412044374_0.040412044374_0.0233866933467_0.0233866933467_0.0455227613807_0.033400357462,229,229,249,249,249,229,229,249,249,8,8,8,8,8,8,8,8,8
mean=0_0_0_0_0_1_1_1_1,0.3097,0.2915,0.364649681529_0.364649681529_0.364649681529_0.364649681529_0.364649681529_0.208583133978_0.208583133978_0.273385808506_0.273385808506,0.364649681529_0.364649681529_0.364649681529_0.364649681529_0.364649681529_0.165979215216_0.165979215216_0.23427037729_0.23427037729,229,229,229,229,229,249,249,280,280,8,8,8,8,8,8,8,8,8
mean=1_1_1_2_2_2_3_5_5,0.3509,0.204,0.453445729099_0.208583133978_0.273385808506_0.2582625_0.2582625_0.2582625_0.2582_0.594816230255_0.594816230255,0.104036348366_0.165979215216_0.23427037729_0.040412044374_0.040412044374_0.040412044374_0.0722861430715_0.569135922608_0.569135922608,197,249,280,249,249,249,280,197,197,6,8,8,7,7,7,8,8,8
mean=1_1_1_2_4_4_4_4_4,0.1508,0.0672,0.181756735318_0.181756735318_0.181756735318_0.1385_0.1347_0.1347_0.1347_0.1347_0.1347,0.137708685456_0.137708685456_0.137708685456_0.0247905818429_0.033400357462_0.033400357462_0.033400357462_0.033400357462_0.033400357462,229,229,229,229,249,249,249,249,249,8,8,8,8,8,8,8,8,8
mean=0_0_0_2_2_3_3_5_5,0.3869,0.2895,0.558803457689_0.396496815287_0.396496815287_0.1523_0.2716_0.2582_0.2582_0.594816230255_0.594816230255,0.313694267516_0.396496815287_0.396496815287_0.040412044374_0.175458455966_0.0722861430715_0.0722861430715_0.569135922608_0.569135922608,197,249,249,249,280,280,280,197,197,6,8,8,8,8,8,8,8,8
mean=0_0_1_1_3_3_3_3_3,0.2476,0.1319,0.262738853503_0.364649681529_0.208583133978_0.208583133978_0.2368_0.2368_0.2368_0.2368_0.2368,0.262738853503_0.364649681529_0.165979215216_0.165979215216_0.0455227613807_0.0455227613807_0.0455227613807_0.0455227613807_0.0455227613807,165,229,249,249,249,249,249,249,249,8,8,8,8,8,8,8,8,8
mean=0_3_3_4_4_4_4_5_5,0.3335,0.243,0.364649681529_0.2191_0.2368_0.1347_0.1347_0.1347_0.1347_0.821220244371_0.821220244371,0.364649681529_0.0233866933467_0.0455227613807_0.033400357462_0.033400357462_0.033400357462_0.033400357462_0.809889289214_0.809889289214,229,229,249,249,249,249,249,229,229,8,8,8,8,8,8,8,8,8
mean=1_1_1_2_2_2_4_4_4,0.1547,0.0688,0.181756735318_0.181756735318_0.181756735318_0.1385_0.1523_0.1523_0.1347_0.1347_0.1347,0.137708685456_0.137708685456_0.137708685456_0.0247905818429_0.040412044374_0.040412044374_0.033400357462_0.033400357462_0.033400357462,229,229,229,229,249,249,249,249,249,8,8,8,8,8,8,8,8,8
mean=0_0_0_0_2_5_5_5_5,0.5641,0.4504,0.558803457689_0.396496815287_0.445859872611_0.445859872611_0.2716_0.73952471945_0.73952471945_0.73952471945_0.73952471945,0.313694267516_0.396496815287_0.445859872611_0.445859872611_0.175458455966_0.569135922608_0.569135922608_0.569135922608_0.569135922608,197,249,280,280,280,197,197,197,197,6,8,8,8,8,6,6,6,6
mean=3_3_3_3_3_4_4_4_4,0.1836,0.0303,0.2191_0.2191_0.2191_0.2191_0.2368_0.1347_0.1347_0.1347_0.1347,0.0233866933467_0.0233866933467_0.0233866933467_0.0233866933467_0.0455227613807_0.033400357462_0.033400357462_0.033400357462_0.033400357462,229,229,229,229,249,249,249,249,249,8,8,8,8,8,8,8,8,8
mean=1_2_2_4_4_4_4_4_4,0.1398,0.042,0.181756735318_0.1385_0.1385_0.1257_0.1347_0.1347_0.1347_0.1347_0.1347,0.137708685456_0.0247905818429_0.0247905818429_0.0233467381591_0.033400357462_0.033400357462_0.033400357462_0.033400357462_0.033400357462,229,229,229,229,249,249,249,249,249,8,8,8,8,8,8,8,8,8
mean=0_1_3_3_3_3_3_3_4,0.2306,0.0856,0.364649681529_0.208583133978_0.2191_0.2191_0.2191_0.2368_0.2368_0.2368_0.1347,0.364649681529_0.165979215216_0.0233866933467_0.0233866933467_0.0233866933467_0.0455227613807_0.0455227613807_0.0455227613807_0.033400357462,229,249,229,229,229,249,249,249,249,8,8,8,8,8,8,8,8,8
mean=1_1_1_3_3_3_3_4_5,0.2741,0.1612,0.181756735318_0.208583133978_0.208583133978_0.2191_0.2191_0.2368_0.2368_0.1347_0.821220244371,0.137708685456_0.165979215216_0.165979215216_0.0233866933467_0.0233866933467_0.0455227613807_0.0455227613807_0.033400357462_0.809889289214,229,249,249,229,229,249,249,249,229,8,8,8,8,8,8,8,8,8
mean=0_1_1_1_2_3_4_4_5,0.2695,0.1972,0.364649681529_0.181756735318_0.208583133978_0.208583133978_0.1523_0.2191_0.1347_0.1347_0.821220244371,0.364649681529_0.137708685456_0.165979215216_0.165979215216_0.040412044374_0.0233866933467_0.033400357462_0.033400357462_0.809889289214,229,229,249,249,249,229,249,249,229,8,8,8,8,8,8,8,8,8
mean=1_2_2_2_4_4_4_4_4,0.1412,0.0421,0.181756735318_0.1385_0.1385_0.1385_0.1347_0.1347_0.1347_0.1347_0.1347,0.137708685456_0.0247905818429_0.0247905818429_0.0247905818429_0.033400357462_0.033400357462_0.033400357462_0.033400357462_0.033400357462,229,229,229,229,249,249,249,249,249,8,8,8,8,8,8,8,8,8
mean=0_1_1_2_4_5_5_5_5,0.5009,0.3794,0.558803457689_0.273385808506_0.273385808506_0.2716_0.2665_0.645464201473_0.73952471945_0.73952471945_0.73952471945,0.313694267516_0.23427037729_0.23427037729_0.175458455966_0.18063002681_0.569135922608_0.569135922608_0.569135922608_0.569135922608,197,280,280,280,280,197,197,197,197,6,8,8,8,8,7,6,6,6
mean=1_2_2_3_3_3_3_5_5,0.3398,0.222,0.181756735318_0.1523_0.1523_0.2191_0.2368_0.2368_0.2368_0.821220244371_0.821220244371,0.137708685456_0.040412044374_0.040412044374_0.0233866933467_0.0455227613807_0.0455227613807_0.0455227613807_0.809889289214_0.809889289214,229,249,249,229,249,249,249,229,229,8,8,8,8,8,8,8,8,8
mean=1_1_2_2_2_3_3_3_5,0.2604,0.1475,0.181756735318_0.208583133978_0.1523_0.1523_0.1523_0.2191_0.2191_0.2368_0.821220244371,0.137708685456_0.165979215216_0.040412044374_0.040412044374_0.040412044374_0.0233866933467_0.0233866933467_0.0455227613807_0.809889289214,229,249,249,249,249,229,229,249,229,8,8,8,8,8,8,8,8,8
mean=0_3_3_4_5_5_5_5_5,0.4992,0.3585,0.399482484077_0.314525_0.3167125_0.2349875_0.645464201473_0.645464201473_0.645464201473_0.645464201473_0.645464201473,0.313694267516_0.020260130065_0.0233866933467_0.0233467381591_0.569135922608_0.569135922608_0.569135922608_0.569135922608_0.569135922608,197,197,229,229,197,197,197,197,197,7,7,7,7,7,7,7,7,7
mean=0_1_4_5_5_5_5_5_5,0.6935,0.6265,0.591560509554_0.364212582443_0.3581875_0.821220244371_0.821220244371_0.821220244371_0.821220244371_0.821220244371_0.821220244371,0.364649681529_0.23427037729_0.18063002681_0.809889289214_0.809889289214_0.809889289214_0.809889289214_0.809889289214_0.809889289214,229,280,280,229,229,229,229,229,229,6,7,7,8,8,8,8,8,8
mean=0_0_0_1_1_4_4_5_5,0.3877,0.3253,0.558803457689_0.396496815287_0.396496815287_0.273385808506_0.273385808506_0.1347_0.2665_0.594816230255_0.594816230255,0.313694267516_0.396496815287_0.396496815287_0.23427037729_0.23427037729_0.033400357462_0.18063002681_0.569135922608_0.569135922608,197,249,249,280,280,249,280,197,197,6,8,8,8,8,8,8,8,8
mean=0_1_3_3_3_4_5_5_5,0.4338,0.2607,0.526046405823_0.273385808506_0.2582_0.2582_0.2582_0.2665_0.688016223936_0.688016223936_0.688016223936,0.262738853503_0.23427037729_0.0722861430715_0.0722861430715_0.0722861430715_0.18063002681_0.483933363844_0.483933363844_0.483933363844,165,280,280,280,280,280,165,165,165,6,8,8,8,8,8,6,6,6
mean=0_2_2_2_2_2_2_4_4,0.2468,0.0401,0.310310509554_0.2390125_0.2390125_0.2390125_0.2390125_0.2390125_0.2461875_0.2349875_0.2349875,0.21178343949_0.0155082635273_0.0155082635273_0.0155082635273_0.0155082635273_0.0155082635273_0.0247905818429_0.0233467381591_0.0233467381591,133,197,197,197,197,197,229,229,229,7,7,7,7,7,7,7,7,7
mean=0_0_0_1_1_1_1_1_3,0.2618,0.2164,0.364649681529_0.364649681529_0.364649681529_0.208583133978_0.208583133978_0.208583133978_0.208583133978_0.208583133978_0.2191,0.364649681529_0.364649681529_0.364649681529_0.165979215216_0.165979215216_0.165979215216_0.165979215216_0.165979215216_0.0233866933467,229,229,229,249,249,249,249,249,229,8,8,8,8,8,8,8,8,8
mean=0_3_3_3_3_3_3_4_4,0.2224,0.0709,0.364649681529_0.2191_0.2191_0.2191_0.2368_0.2368_0.2368_0.1347_0.1347,0.364649681529_0.0233866933467_0.0233866933467_0.0233866933467_0.0455227613807_0.0455227613807_0.0455227613807_0.033400357462_0.033400357462,229,229,229,229,249,249,249,249,249,8,8,8,8,8,8,8,8,8
mean=0_0_1_2_5_5_5_5_5,0.633,0.3931,0.789353958144_0.445859872611_0.273385808506_0.2716_0.783344599955_0.783344599955_0.783344599955_0.783344599955_0.783344599955,0.262738853503_0.445859872611_0.23427037729_0.175458455966_0.483933363844_0.483933363844_0.483933363844_0.483933363844_0.483933363844,165,280,280,280,165,165,165,165,165,4,8,8,8,5,5,5,5,5
mean=0_0_1_4_4_4_4_4_4,0.1827,0.1104,0.262738853503_0.364649681529_0.208583133978_0.1347_0.1347_0.1347_0.1347_0.1347_0.1347,0.262738853503_0.364649681529_0.165979215216_0.033400357462_0.033400357462_0.033400357462_0.033400357462_0.033400357462_0.033400357462,165,229,249,249,249,249,249,249,249,8,8,8,8,8,8,8,8,8
mean=0_0_1_1_2_2_2_2_2,0.2007,0.129,0.262738853503_0.364649681529_0.208583133978_0.208583133978_0.1523_0.1523_0.1523_0.1523_0.1523,0.262738853503_0.364649681529_0.165979215216_0.165979215216_0.040412044374_0.040412044374_0.040412044374_0.040412044374_0.040412044374,165,229,249,249,249,249,249,249,249,8,8,8,8,8,8,8,8,8
mean=1_3_3_3_3_3_3_3_3,0.2248,0.0484,0.181756735318_0.2191_0.2191_0.2191_0.2368_0.2368_0.2368_0.2368_0.2368,0.137708685456_0.0233866933467_0.0233866933467_0.0233866933467_0.0455227613807_0.0455227613807_0.0455227613807_0.0455227613807_0.0455227613807,229,229,229,229,249,249,249,249,249,8,8,8,8,8,8,8,8,8
mean=0_0_1_1_3_3_5_5_5,0.4661,0.3027,0.6708655596_0.396496815287_0.273385808506_0.273385808506_0.2582_0.2582_0.688016223936_0.688016223936_0.688016223936,0.262738853503_0.396496815287_0.23427037729_0.23427037729_0.0722861430715_0.0722861430715_0.483933363844_0.483933363844_0.483933363844,165,249,280,280,280,280,165,165,165,5,8,8,8,8,8,6,6,6
mean=0_1_3_3_3_3_3_5_5,0.3408,0.217,0.399482484077_0.208583133978_0.2368_0.2582_0.2582_0.2582_0.2582_0.594816230255_0.594816230255,0.313694267516_0.165979215216_0.0455227613807_0.0722861430715_0.0722861430715_0.0722861430715_0.0722861430715_0.569135922608_0.569135922608,197,249,249,280,280,280,280,197,197,7,8,8,8,8,8,8,8,8
mean=0_0_2_2_3_5_5_5_5,0.5239,0.3789,0.558803457689_0.396496815287_0.2716_0.2716_0.2582_0.73952471945_0.73952471945_0.73952471945_0.73952471945,0.313694267516_0.396496815287_0.175458455966_0.175458455966_0.0722861430715_0.569135922608_0.569135922608_0.569135922608_0.569135922608,197,249,280,280,280,197,197,197,197,6,8,8,8,8,6,6,6,6
