mean=0_0_2_2_3_3_3_4_5,0.2981,0.1964,0.364649681529_0.364649681529_0.1523_0.1523_0.2191_0.2368_0.2368_0.1347_0.821220244371,0.364649681529_0.364649681529_0.040412044374_0.040412044374_0.0233866933467_0.0455227613807_0.0455227613807_0.033400357462_0.809889289214,229,229,249,249,229,249,249,249,229,8,8,8,8,8,8,8,8,8
mean=0_0_0_0_0_2_4_4_5,0.3683,0.308,0.364649681529_0.364649681529_0.364649681529_0.364649681529_0.396496815287_0.1523_0.2428625_0.2428625_0.821220244371,0.364649681529_0.364649681529_0.364649681529_0.364649681529_0.396496815287_0.040412044374_0.033400357462_0.033400357462_0.809889289214,229,229,229,229,249,249,249,249,229,8,8,8,8,8,8,7,7,8
mean=0_1_1_2_2_3_3_3_5,0.287,0.1866,0.364649681529_0.208583133978_0.208583133978_0.1523_0.1523_0.2191_0.2191_0.2368_0.821220244371,0.364649681529_0.165979215216_0.165979215216_0.040412044374_0.040412044374_0.0233866933467_0.0233866933467_0.0455227613807_0.809889289214,229,249,249,249,249,229,229,249,229,8,8,8,8,8,8,8,8,8
mean=1_2_3_4_4_4_5_5_5,0.3821,0.3059,0.181756735318_0.1523_0.2368_0.1347_0.1347_0.1347_0.821220244371_0.821220244371_0.821220244371,0.137708685456_0.040412044374_0.0455227613807_0.033400357462_0.033400357462_0.033400357462_0.809889289214_0.809889289214_0.809889289214,229,249,249,249,249,249,229,229,229,8,8,8,8,8,8,8,8,8
mean=0_0_1_1_1_1_4_4_5,0.2919,0.2491,0.364649681529_0.364649681529_0.181756735318_0.208583133978_0.208583133978_0.208583133978_0.1347_0.1347_0.821220244371,0.364649681529_0.364649681529_0.137708685456_0.165979215216_0.165979215216_0.165979215216_0.033400357462_0.033400357462_0.809889289214,229,229,229,249,249,249,249,249,229,8,8,8,8,8,8,8,8,8
mean=0_2_2_3_5_5_5_5_5,0.4926,0.3588,0.399482484077_0.2461875_0.2461875_0.314525_0.645464201473_0.645464201473_0.645464201473_0.645464201473_0.645464201473,0.313694267516_0.0247905818429_0.0247905818429_0.020260130065_0.569135922608_0.569135922608_0.569135922608_0.569135922608_0.569135922608,197,229,229,197,197,197,197,197,197,7,7,7,7,7,7,7,7,7
mean=0_1_3_3_3_3_3_3_3,0.2336,0.0799,0.262738853503_0.181756735318_0.2368_0.2368_0.2368_0.2368_0.2368_0.2368_0.2368,0.262738853503_0.137708685456_0.0455227613807_0.0455227613807_0.0455227613807_0.0455227613807_0.0455227613807_0.0455227613807_0.0455227613807,165,229,249,249,249,249,249,249,249,8,8,8,8,8,8,8,8,8
mean=1_1_3_3_3_3_4_4_5,0.2659,0.1465,0.181756735318_0.208583133978_0.2191_0.2191_0.2368_0.2368_0.1347_0.1347_0.821220244371,0.137708685456_0.165979215216_0.0233866933467_0.0233866933467_0.0455227613807_0.0455227613807_0.033400357462_0.033400357462_0.809889289214,229,249,229,229,249,249,249,249,229,8,8,8,8,8,8,8,8,8
mean=1_3_3_4_4_5_5_5_5,0.4933,0.3207,0.620448422986_0.2582_0.2582_0.2665_0.2665_0.645464201473_0.645464201473_0.73952471945_0.73952471945,0.104036348366_0.0722861430715_0.0722861430715_0.18063002681_0.18063002681_0.569135922608_0.569135922608_0.569135922608_0.569135922608,197,280,280,280,280,197,197,197,197,5,8,8,8,8,7,7,6,6
mean=0_0_0_0_0_2_2_2_3,0.3032,0.2211,0.364649681529_0.364649681529_0.364649681529_0.364649681529_0.364649681529_0.1523_0.2582625_0.2582625_0.2368,0.364649681529_0.364649681529_0.364649681529_0.364649681529_0.364649681529_0.040412044374_0.040412044374_0.040412044374_0.0455227613807,229,229,229,229,229,249,249,249,249,8,8,8,8,8,8,7,7,8
mean=0_0_1_1_2_2_2_2_5,0.2833,0.2227,0.364649681529_0.364649681529_0.181756735318_0.208583133978_0.1523_0.1523_0.1523_0.1523_0.821220244371,0.364649681529_0.364649681529_0.137708685456_0.165979215216_0.040412044374_0.040412044374_0.040412044374_0.040412044374_0.809889289214,229,229,229,249,249,249,249,249,229,8,8,8,8,8,8,8,8,8
mean=0_0_0_0_1_2_2_4_5,0.3491,0.2832,0.364649681529_0.364649681529_0.364649681529_0.364649681529_0.208583133978_0.1523_0.2582625_0.2428625_0.821220244371,0.364649681529_0.364649681529_0.364649681529_0.364649681529_0.165979215216_0.040412044374_0.040412044374_0.033400357462_0.809889289214,229,229,229,229,249,249,249,249,229,8,8,8,8,8,8,7,7,8
mean=0_1_2_2_2_2_3_4_5,0.259,0.1701,0.364649681529_0.181756735318_0.1523_0.1523_0.1523_0.1523_0.2191_0.1347_0.821220244371,0.364649681529_0.137708685456_0.040412044374_0.040412044374_0.040412044374_0.040412044374_0.0233866933467_0.033400357462_0.809889289214,229,229,249,249,249,249,229,249,229,8,8,8,8,8,8,8,8,8
mean=0_0_0_0_2_2_2_3_5,0.3539,0.2706,0.364649681529_0.364649681529_0.364649681529_0.364649681529_0.1523_0.2582625_0.2582625_0.2368_0.821220244371,0.364649681529_0.364649681529_0.364649681529_0.364649681529_0.040412044374_0.040412044374_0.040412044374_0.0455227613807_0.809889289214,229,229,229,229,249,249,249,249,229,8,8,8,8,8,7,7,8,8
mean=0_0_0_1_3_5_5_5_5,0.5434,0.4155,0.558803457689_0.396496815287_0.445859872611_0.273385808506_0.2582_0.73952471945_0.73952471945_0.73952471945_0.73952471945,0.313694267516_0.396496815287_0.445859872611_0.23427037729_0.0722861430715_0.569135922608_0.569135922608_0.569135922608_0.569135922608,197,249,280,280,280,197,197,197,197,6,8,8,8,8,6,6,6,6
mean=0_0_0_1_1_1_1_2_4,0.2432,0.2004,0.364649681529_0.364649681529_0.364649681529_0.181756735318_0.208583133978_0.208583133978_0.208583133978_0.1523_0.1347,0.364649681529_0.364649681529_0.364649681529_0.137708685456_0.165979215216_0.165979215216_0.165979215216_0.040412044374_0.033400357462,229,229,229,229,249,249,249,249,249,8,8,8,8,8,8,8,8,8
mean=0_1_1_3_3_3_3_3_5,0.3057,0.1878,0.364649681529_0.208583133978_0.208583133978_0.2191_0.2191_0.2368_0.2368_0.2368_0.821220244371,0.364649681529_0.165979215216_0.165979215216_0.0233866933467_0.0233866933467_0.0455227613807_0.0455227613807_0.0455227613807_0.809889289214,229,249,249,229,229,249,249,249,229,8,8,8,8,8,8,8,8,8
mean=1_2_4_4_4_4_4_4_5,0.3068,0.1236,0.284037143404_0.2461875_0.2349875_0.2349875_0.2349875_0.2349875_0.2349875_0.2349875_0.821220244371,0.137708685456_0.0247905818429_0.0233467381591_0.0233467381591_0.0233467381591_0.0233467381591_0.0233467381591_0.0233467381591_0.809889289214,229,229,229,229,229,229,229,229,229,7,7,7,7,7,7,7,7,8
mean=1_1_3_3_3_4_4_5_5,0.3328,0.2339,0.181756735318_0.208583133978_0.2191_0.2368_0.2368_0.1347_0.1347_0.821220244371_0.821220244371,0.137708685456_0.165979215216_0.0233866933467_0.0455227613807_0.0455227613807_0.033400357462_0.033400357462_0.809889289214_0.809889289214,229,249,229,249,249,249,249,229,229,8,8,8,8,8,8,8,8,8
mean=0_0_4_4_5_5_5_5_5,0.6317,0.3877,0.789353958144_0.445859872611_0.2665_0.2665_0.783344599955_0.783344599955_0.783344599955_0.783344599955_0.783344599955,0.262738853503_0.445859872611_0.18063002681_0.18063002681_0.483933363844_0.483933363844_0.483933363844_0.483933363844_0.483933363844,165,280,280,280,165,165,165,165,165,4,8,8,8,5,5,5,5,5
mean=0_0_0_3_3_3_5_5_5,0.4835,0.3082,0.6708655596_0.396496815287_0.445859872611_0.2582_0.2582_0.2582_0.688016223936_0.688016223936_0.688016223936,0.262738853503_0.396496815287_0.445859872611_0.0722861430715_0.0722861430715_0.0722861430715_0.483933363844_0.483933363844_0.483933363844,165,249,280,280,280,280,165,165,165,5,8,8,8,8,8,6,6,6
mean=0_1_1_2_2_4_4_4_5,0.2501,0.1551,0.313694267516_0.208583133978_0.208583133978_0.1523_0.1523_0.1347_0.2428625_0.2428625_0.594816230255,0.313694267516_0.165979215216_0.165979215216_0.040412044374_0.040412044374_0.033400357462_0.033400357462_0.033400357462_0.569135922608,197,249,249,249,249,249,249,249,197,8,8,8,8,8,8,7,7,8
mean=1_1_1_1_1_3_3_3_3,0.2122,0.1019,0.181756735318_0.208583133978_0.208583133978_0.208583133978_0.208583133978_0.2191_0.2191_0.2191_0.2368,0.137708685456_0.165979215216_0.165979215216_0.165979215216_0.165979215216_0.0233866933467_0.0233866933467_0.0233866933467_0.0455227613807,229,249,249,249,249,229,229,229,249,8,8,8,8,8,8,8,8,8
mean=0_0_2_2_3_4_5_5_5,0.4829,0.2912,0.648117606915_0.396496815287_0.2716_0.2716_0.2582_0.2665_0.679346336199_0.777323844583_0.777323844583,0.21178343949_0.396496815287_0.175458455966_0.175458455966_0.0722861430715_0.18063002681_0.469592105922_0.469592105922_0.469592105922,133,249,280,280,280,280,133,133,133,5,8,8,8,8,8,6,5,5
mean=0_0_1_2_4_4_4_5_5,0.3783,0.2715,0.526046405823_0.396496815287_0.273385808506_0.2582625_0.2665_0.2665_0.2665_0.575355415912_0.575355415912,0.262738853503_0.396496815287_0.23427037729_0.040412044374_0.18063002681_0.18063002681_0.18063002681_0.483933363844_0.483933363844,165,249,280,249,280,280,280,165,165,6,8,8,7,8,8,8,7,7
mean=0_1_1_2_2_3_3_3_3,0.2201,0.0992,0.364649681529_0.208583133978_0.208583133978_0.1523_0.1523_0.2191_0.2191_0.2191_0.2368,0.364649681529_0.165979215216_0.165979215216_0.040412044374_0.040412044374_0.0233866933467_0.0233866933467_0.0233866933467_0.0455227613807,229,249,249,249,249,229,229,229,249,8,8,8,8,8,8,8,8,8
mean=1_3_3_4_5_5_5_5_5,0.4833,0.3352,0.256078909052_0.314525_0.3167125_0.2349875_0.645464201473_0.645464201473_0.645464201473_0.645464201473_0.645464201473,0.104036348366_0.020260130065_0.0233866933467_0.0233467381591_0.569135922608_0.569135922608_0.569135922608_0.569135922608_0.569135922608,197,197,229,229,197,197,197,197,197,7,7,7,7,7,7,7,7,7
mean=1_1_2_3_3_3_3_4_5,0.2678,0.1472,0.181756735318_0.208583133978_0.1523_0.2191_0.2191_0.2368_0.2368_0.1347_0.821220244371,0.137708685456_0.165979215216_0.040412044374_0.0233866933467_0.0233866933467_0.0455227613807_0.0455227613807_0.033400357462_0.809889289214,229,249,249,229,229,249,249,249,229,8,8,8,8,8,8,8,8,8
mean=1_1_1_1_1_3_3_4_5,0.2678,0.188,0.181756735318_0.208583133978_0.208583133978_0.208583133978_0.208583133978_0.2191_0.2191_0.1347_0.821220244371,0.137708685456_0.165979215216_0.165979215216_0.165979215216_0.165979215216_0.0233866933467_0.0233866933467_0.033400357462_0.809889289214,229,249,249,249,249,229,229,249,229,8,8,8,8,8,8,8,8,8
mean=0_4_4_4_4_4_4_4_4,0.2419,0.0425,0.310310509554_0.23245_0.23245_0.23245_0.23245_0.23245_0.2349875_0.2349875_0.2349875,0.21178343949_0.0201072386059_0.0201072386059_0.0201072386059_0.0201072386059_0.0201072386059_0.0233467381591_0.0233467381591_0.0233467381591,133,197,197,197,197,197,229,229,229,7,7,7,7,7,7,7,7,7
mean=0_1_1_1_1_1_1_1_4,0.2034,0.1589,0.262738853503_0.181756735318_0.208583133978_0.208583133978_0.208583133978_0.208583133978_0.208583133978_0.208583133978_0.1347,0.262738853503_0.137708685456_0.165979215216_0.165979215216_0.165979215216_0.165979215216_0.165979215216_0.165979215216_0.033400357462,165,229,249,249,249,249,249,249,249,8,8,8,8,8,8,8,8,8
mean=0_0_1_3_4_4_4_4_5,0.2797,0.2069,0.364649681529_0.364649681529_0.208583133978_0.2191_0.1347_0.1347_0.1347_0.1347_0.821220244371,0.364649681529_0.364649681529_0.165979215216_0.0233866933467_0.033400357462_0.033400357462_0.033400357462_0.033400357462_0.809889289214,229,229,249,229,249,249,249,249,229,8,8,8,8,8,8,8,8,8
mean=0_1_1_1_1_1_3_3_5,0.2963,0.2279,0.364649681529_0.208583133978_0.208583133978_0.208583133978_0.208583133978_0.208583133978_0.2191_0.2191_0.821220244371,0.364649681529_0.165979215216_0.165979215216_0.165979215216_0.165979215216_0.165979215216_0.0233866933467_0.0233866933467_0.809889289214,229,249,249,249,249,249,229,229,229,8,8,8,8,8,8,8,8,8
mean=1_1_1_3_3_3_3_3_3,0.2185,0.0752,0.181756735318_0.208583133978_0.208583133978_0.2191_0.2191_0.2191_0.2368_0.2368_0.2368,0.137708685456_0.165979215216_0.165979215216_0.0233866933467_0.0233866933467_0.0233866933467_0.0455227613807_0.0455227613807_0.0455227613807,229,249,249,229,229,229,249,249,249,8,8,8,8,8,8,8,8,8
mean=0_3_3_3_3_4_5_5_5,0.4322,0.2427,0.526046405823_0.2582_0.2582_0.2582_0.2582_0.2665_0.688016223936_0.688016223936_0.688016223936,0.262738853503_0.0722861430715_0.0722861430715_0.0722861430715_0.0722861430715_0.18063002681_0.483933363844_0.483933363844_0.483933363844,165,280,280,280,280,280,165,165,165,6,8,8,8,8,8,6,6,6
mean=0_0_1_2_3_4_4_4_5,0.2816,0.2077,0.364649681529_0.364649681529_0.208583133978_0.1523_0.2191_0.1347_0.1347_0.1347_0.821220244371,0.364649681529_0.364649681529_0.165979215216_0.040412044374_0.0233866933467_0.033400357462_0.033400357462_0.033400357462_0.809889289214,229,229,249,249,229,249,249,249,229,8,8,8,8,8,8,8,8,8
mean=0_1_2_3_3_4_4_5_5,0.3424,0.2241,0.399482484077_0.208583133978_0.2582625_0.2582_0.2582_0.2428625_0.2665_0.594816230255_0.594816230255,0.313694267516_0.165979215216_0.040412044374_0.0722861430715_0.0722861430715_0.033400357462_0.18063002681_0.569135922608_0.569135922608,197,249,249,280,280,249,280,197,197,7,8,7,8,8,7,8,8,8
mean=1_1_1_1_1_1_2_3_5,0.2656,0.2014,0.181756735318_0.181756735318_0.208583133978_0.208583133978_0.208583133978_0.208583133978_0.1523_0.2191_0.821220244371,0.137708685456_0.137708685456_0.165979215216_0.165979215216_0.165979215216_0.165979215216_0.040412044374_0.0233866933467_0.809889289214,229,229,249,249,249,249,249,229,229,8,8,8,8,8,8,8,8,8
mean=2_2_2_3_3_5_5_5_5,0.4935,0.3097,0.611741071429_0.2716_0.2716_0.2582_0.2582_0.645464201473_0.645464201473_0.73952471945_0.73952471945,0.0155082635273_0.175458455966_0.175458455966_0.0722861430715_0.0722861430715_0.569135922608_0.569135922608_0.569135922608_0.569135922608,197,280,280,280,280,197,197,197,197,5,8,8,8,8,7,7,6,6
mean=0_0_0_0_1_2_2_2_5,0.3508,0.284,0.364649681529_0.364649681529_0.364649681529_0.364649681529_0.208583133978_0.1523_0.2582625_0.2582625_0.821220244371,0.364649681529_0.364649681529_0.364649681529_0.364649681529_0.165979215216_0.040412044374_0.040412044374_0.040412044374_0.809889289214,229,229,229,229,249,249,249,249,229,8,8,8,8,8,8,7,7,8
mean=0_0_1_3_3_4_4_5_5,0.3623,0.2549,0.399482484077_0.396496815287_0.273385808506_0.2582_0.2582_0.2428625_0.2428625_0.594816230255_0.594816230255,0.313694267516_0.396496815287_0.23427037729_0.0722861430715_0.0722861430715_0.033400357462_0.033400357462_0.569135922608_0.569135922608,197,249,280,280,280,249,249,197,197,7,8,8,8,8,7,7,8,8
mean=0_0_0_0_0_1_3_3_5,0.3816,0.3347,0.364649681529_0.364649681529_0.364649681529_0.364649681529_0.364649681529_0.273385808506_0.2582_0.2582_0.821220244371,0.364649681529_0.364649681529_0.364649681529_0.364649681529_0.364649681529_0.23427037729_0.0722861430715_0.0722861430715_0.809889289214,229,229,229,229,229,280,280,280,229,8,8,8,8,8,8,8,8,8
mean=1_1_1_1_3_4_4_4_5,0.2472,0.1712,0.181756735318_0.181756735318_0.208583133978_0.208583133978_0.2191_0.1347_0.1347_0.1347_0.821220244371,0.137708685456_0.137708685456_0.165979215216_0.165979215216_0.0233866933467_0.033400357462_0.033400357462_0.033400357462_0.809889289214,229,229,249,249,229,249,249,249,229,8,8,8,8,8,8,8,8,8
mean=1_1_1_1_5_5_5_5_5,0.5338,0.3227,0.600969713322_0.307510242231_0.307510242231_0.307510242231_0.563554735382_0.679346336199_0.679346336199_0.679346336199_0.679346336199,0.0580552040462_0.165979215216_0.165979215216_0.165979215216_0.469592105922_0.469592105922_0.469592105922_0.469592105922_0.469592105922,133,249,249,249,133,133,133,133,133,5,7,7,7,7,6,6,6,6
mean=0_0_0_1_1_1_2_4_5,0.3142,0.2751,0.364649681529_0.364649681529_0.364649681529_0.208583133978_0.208583133978_0.208583133978_0.1523_0.1347_0.821220244371,0.364649681529_0.364649681529_0.364649681529_0.165979215216_0.165979215216_0.165979215216_0.040412044374_0.033400357462_0.809889289214,229,229,229,249,249,249,249,249,229,8,8,8,8,8,8,8,8,8
mean=1_1_1_3_3_4_4_4_4,0.1721,0.0691,0.181756735318_0.181756735318_0.208583133978_0.2191_0.2191_0.1347_0.1347_0.1347_0.1347,0.137708685456_0.137708685456_0.165979215216_0.0233866933467_0.0233866933467_0.033400357462_0.033400357462_0.033400357462_0.033400357462,229,229,249,229,229,249,249,249,249,8,8,8,8,8,8,8,8,8
mean=0_0_0_1_1_1_2_2_3,0.2493,0.1885,0.364649681529_0.364649681529_0.364649681529_0.208583133978_0.208583133978_0.208583133978_0.1523_0.1523_0.2191,0.364649681529_0.364649681529_0.364649681529_0.165979215216_0.165979215216_0.165979215216_0.040412044374_0.040412044374_0.0233866933467,229,229,229,249,249,249,249,249,229,8,8,8,8,8,8,8,8,8
mean=0_0_0_0_2_3_4_5_5,0.4149,0.3411,0.558803457689_0.396496815287_0.396496815287_0.396496815287_0.2716_0.2582_0.2665_0.594816230255_0.594816230255,0.313694267516_0.396496815287_0.396496815287_0.396496815287_0.175458455966_0.0722861430715_0.18063002681_0.569135922608_0.569135922608,197,249,249,249,280,280,280,197,197,6,8,8,8,8,8,8,8,8
mean=0_2_2_2_4_4_5_5_5,0.395,0.3314,0.364649681529_0.1523_0.1523_0.1523_0.1347_0.1347_0.821220244371_0.821220244371_0.821220244371,0.364649681529_0.040412044374_0.040412044374_0.040412044374_0.033400357462_0.033400357462_0.809889289214_0.809889289214_0.809889289214,229,249,249,249,249,249,229,229,229,8,8,8,8,8,8,8,8,8
mean=0_1_4_4_4_4_4_5_5,0.318,0.2543,0.364649681529_0.181756735318_0.1347_0.1347_0.1347_0.1347_0.1347_0.821220244371_0.821220244371,0.364649681529_0.137708685456_0.033400357462_0.033400357462_0.033400357462_0.033400357462_0.033400357462_0.809889289214_0.809889289214,229,229,249,249,249,249,249,229,229,8,8,8,8,8,8,8,8,8
mean=0_0_0_3_3_3_3_4_4,0.2548,0.1467,0.364649681529_0.364649681529_0.364649681529_0.2191_0.2368_0.2368_0.2368_0.1347_0.1347,0.364649681529_0.364649681529_0.364649681529_0.0233866933467_0.0455227613807_0.0455227613807_0.0455227613807_0.033400357462_0.033400357462,229,229,229,229,249,249,249,249,249,8,8,8,8,8,8,8,8,8
mean=0_0_0_0_2_2_3_5_5,0.4155,0.3405,0.558803457689_0.396496815287_0.396496815287_0.396496815287_0.2716_0.2716_0.2582_0.594816230255_0.594816230255,0.313694267516_0.396496815287_0.396496815287_0.396496815287_0.175458455966_0.175458455966_0.0722861430715_0.569135922608_0.569135922608,197,249,249,249,280,280,280,197,197,6,8,8,8,8,8,8,8,8
mean=0_0_0_0_0_0_2_4_5,0.3971,0.3484,0.364649681529_0.364649681529_0.364649681529_0.364649681529_0.396496815287_0.396496815287_0.2582625_0.2428625_0.821220244371,0.364649681529_0.364649681529_0.364649681529_0.364649681529_0.396496815287_0.396496815287_0.040412044374_0.033400357462_0.809889289214,229,229,229,229,249,249,249,249,229,8,8,8,8,8,8,7,7,8
mean=0_1_3_3_4_4_4_4_5,0.2635,0.169,0.364649681529_0.208583133978_0.2191_0.2191_0.1347_0.1347_0.1347_0.1347_0.821220244371,0.364649681529_0.165979215216_0.0233866933467_0.0233866933467_0.033400357462_0.033400357462_0.033400357462_0.033400357462_0.809889289214,229,249,229,229,249,249,249,249,229,8,8,8,8,8,8,8,8,8
mean=1_1_2_4_4_4_4_4_5,0.2219,0.1419,0.181756735318_0.181756735318_0.1385_0.1347_0.1347_0.1347_0.1347_0.1347_0.821220244371,0.137708685456_0.137708685456_0.0247905818429_0.033400357462_0.033400357462_0.033400357462_0.033400357462_0.033400357462_0.809889289214,229,229,229,249,249,249,249,249,229,8,8,8,8,8,8,8,8,8
mean=0_2_2_2_2_3_3_3_4,0.1962,0.07,0.364649681529_0.1523_0.1523_0.1523_0.1523_0.2191_0.2191_0.2191_0.1347,0.364649681529_0.040412044374_0.040412044374_0.040412044374_0.040412044374_0.0233866933467_0.0233866933467_0.0233866933467_0.033400357462,229,249,249,249,249,229,229,229,249,8,8,8,8,8,8,8,8,8
mean=0_0_2_3_4_4_5_5_5,0.4824,0.2918,0.648117606915_0.396496815287_0.2716_0.2582_0.2665_0.2665_0.679346336199_0.777323844583_0.777323844583,0.21178343949_0.396496815287_0.175458455966_0.0722861430715_0.18063002681_0.18063002681_0.469592105922_0.469592105922_0.469592105922,133,249,280,280,280,280,133,133,133,5,8,8,8,8,8,6,5,5
mean=1_1_1_1_3_3_3_4_5,0.2709,0.1746,0.181756735318_0.208583133978_0.208583133978_0.208583133978_0.2191_0.2191_0.2368_0.1347_0.821220244371,0.137708685456_0.165979215216_0.165979215216_0.165979215216_0.0233866933467_0.0233866933467_0.0455227613807_0.033400357462_0.809889289214,229,249,249,249,229,229,249,249,229,8,8,8,8,8,8,8,8,8
mean=0_2_3_3_3_3_4_5_5,0.3446,0.1987,0.399482484077_0.2582625_0.2368_0.2582_0.2582_0.2582_0.2428625_0.594816230255_0.594816230255,0.313694267516_0.040412044374_0.0455227613807_0.0722861430715_0.0722861430715_0.0722861430715_0.033400357462_0.569135922608_0.569135922608,197,249,249,280,280,280,249,197,197,7,7,8,8,8,8,7,8,8
mean=1_1_1_1_1_3_3_3_5,0.2791,0.1893,0.181756735318_0.208583133978_0.208583133978_0.208583133978_0.208583133978_0.2191_0.2191_0.2368_0.821220244371,0.137708685456_0.165979215216_0.165979215216_0.165979215216_0.165979215216_0.0233866933467_0.0233866933467_0.0455227613807_0.809889289214,229,249,249,249,249,229,229,249,229,8,8,8,8,8,8,8,8,8
mean=0_0_2_3_3_5_5_5_5,0.5224,0.3674,0.558803457689_0.396496815287_0.2716_0.2582_0.2582_0.73952471945_0.73952471945_0.73952471945_0.73952471945,0.313694267516_0.396496815287_0.175458455966_0.0722861430715_0.0722861430715_0.569135922608_0.569135922608_0.569135922608_0.569135922608,197,249,280,280,280,197,197,197,197,6,8,8,8,8,6,6,6,6
mean=0_0_1_1_1_2_2_4_4,0.203,0.1414,0.262738853503_0.364649681529_0.208583133978_0.208583133978_0.208583133978_0.1523_0.1523_0.1347_0.1347,0.262738853503_0.364649681529_0.165979215216_0.165979215216_0.165979215216_0.040412044374_0.040412044374_0.033400357462_0.033400357462,165,229,249,249,249,249,249,249,249,8,8,8,8,8,8,8,8,8
mean=0_1_2_3_3_3_3_4_5,0.2881,0.1725,0.364649681529_0.208583133978_0.1523_0.2191_0.2191_0.2368_0.2368_0.1347_0.821220244371,0.364649681529_0.165979215216_0.040412044374_0.0233866933467_0.0233866933467_0.0455227613807_0.0455227613807_0.033400357462_0.809889289214,229,249,249,229,229,249,249,249,229,8,8,8,8,8,8,8,8,8
mean=0_0_2_2_3_4_4_5_5,0.3764,0.2379,0.526046405823_0.396496815287_0.1523_0.2582625_0.2582_0.2665_0.2665_0.575355415912_0.688016223936,0.262738853503_0.396496815287_0.040412044374_0.040412044374_0.0722861430715_0.18063002681_0.18063002681_0.483933363844_0.483933363844,165,249,249,249,280,280,280,165,165,6,8,8,7,8,8,8,7,6
mean=0_1_1_1_2_3_3_3_5,0.2932,0.2006,0.364649681529_0.208583133978_0.208583133978_0.208583133978_0.1523_0.2191_0.2191_0.2368_0.821220244371,0.364649681529_0.165979215216_0.165979215216_0.165979215216_0.040412044374_0.0233866933467_0.0233866933467_0.0455227613807_0.809889289214,229,249,249,249,249,229,229,249,229,8,8,8,8,8,8,8,8,8
mean=0_1_4_4_4_4_4_4_4,0.1542,0.0705,0.262738853503_0.181756735318_0.1347_0.1347_0.1347_0.1347_0.1347_0.1347_0.1347,0.262738853503_0.137708685456_0.033400357462_0.033400357462_0.033400357462_0.033400357462_0.033400357462_0.033400357462_0.033400357462,165,229,249,249,249,249,249,249,249,8,8,8,8,8,8,8,8,8
mean=0_0_1_1_1_1_2_3_4,0.227,0.1625,0.364649681529_0.364649681529_0.181756735318_0.208583133978_0.208583133978_0.208583133978_0.1523_0.2191_0.1347,0.364649681529_0.364649681529_0.137708685456_0.165979215216_0.165979215216_0.165979215216_0.040412044374_0.0233866933467_0.033400357462,229,229,229,249,249,249,249,229,249,8,8,8,8,8,8,8,8,8
mean=1_1_1_2_2_2_4_4_5,0.2325,0.1568,0.181756735318_0.181756735318_0.181756735318_0.1523_0.1523_0.1523_0.1347_0.1347_0.821220244371,0.137708685456_0.137708685456_0.137708685456_0.040412044374_0.040412044374_0.040412044374_0.033400357462_0.033400357462_0.809889289214,229,229,229,249,249,249,249,249,229,8,8,8,8,8,8,8,8,8
mean=0_0_2_3_3_3_3_3_3,0.2445,0.1045,0.262738853503_0.364649681529_0.1523_0.2368_0.2368_0.2368_0.2368_0.2368_0.2368,0.262738853503_0.364649681529_0.040412044374_0.0455227613807_0.0455227613807_0.0455227613807_0.0455227613807_0.0455227613807_0.0455227613807,165,229,249,249,249,249,249,249,249,8,8,8,8,8,8,8,8,8
mean=0_0_0_0_1_1_5_5_5,0.5078,0.3857,0.6708655596_0.396496815287_0.445859872611_0.445859872611_0.273385808506_0.273385808506_0.688016223936_0.688016223936_0.688016223936,0.262738853503_0.396496815287_0.445859872611_0.445859872611_0.23427037729_0.23427037729_0.483933363844_0.483933363844_0.483933363844,165,249,280,280,280,280,165,165,165,5,8,8,8,8,8,6,6,6
mean=0_1_3_3_3_3_4_4_5,0.2862,0.1717,0.364649681529_0.208583133978_0.2191_0.2191_0.2368_0.2368_0.1347_0.1347_0.821220244371,0.364649681529_0.165979215216_0.0233866933467_0.0233866933467_0.0455227613807_0.0455227613807_0.033400357462_0.033400357462_0.809889289214,229,249,229,229,249,249,249,249,229,8,8,8,8,8,8,8,8,8
mean=0_2_2_2_2_3_4_4_4,0.1744,0.0687,0.364649681529_0.1385_0.1385_0.1523_0.1523_0.2191_0.1347_0.1347_0.1347,0.364649681529_0.0247905818429_0.0247905818429_0.040412044374_0.040412044374_0.0233866933467_0.033400357462_0.033400357462_0.033400357462,229,229,229,249,249,229,249,249,249,8,8,8,8,8,8,8,8,8
mean=1_1_1_1_1_1_1_5_5,0.3432,0.2715,0.453445729099_0.208583133978_0.208583133978_0.208583133978_0.273385808506_0.273385808506_0.273385808506_0.594816230255_0.594816230255,0.104036348366_0.165979215216_0.165979215216_0.165979215216_0.23427037729_0.23427037729_0.23427037729_0.569135922608_0.569135922608,197,249,249,249,280,280,280,197,197,6,8,8,8,8,8,8,8,8
mean=0_3_3_3_3_3_3_3_3,0.2377,0.0672,0.262738853503_0.2191_0.2368_0.2368_0.2368_0.2368_0.2368_0.2368_0.2368,0.262738853503_0.0233866933467_0.0455227613807_0.0455227613807_0.0455227613807_0.0455227613807_0.0455227613807_0.0455227613807_0.0455227613807,165,229,249,249,249,249,249,249,249,8,8,8,8,8,8,8,8,8
