mean=0_0_0_3_4_4,0.2098,0.143,0.262738853503_0.262738853503_0.262738853503_0.2191_0.1257_0.1257,0.262738853503_0.262738853503_0.262738853503_0.0233866933467_0.0233467381591_0.0233467381591,165,165,165,229,229,229,8,8,8,8,8,8
mean=0_0_0_4_4_4,0.2561,0.0974,0.265724522293_0.310310509554_0.310310509554_0.2167_0.2167_0.2167,0.160828025478_0.21178343949_0.21178343949_0.0_0.0_0.0,101,133,133,133,133,133,7,7,7,7,7,7
mean=0_0_1_1_1_1,0.1918,0.1624,0.21178343949_0.21178343949_0.181756735318_0.181756735318_0.181756735318_0.181756735318,0.21178343949_0.21178343949_0.137708685456_0.137708685456_0.137708685456_0.137708685456,133,133,229,229,229,229,8,8,8,8,8,8
mean=0_0_1_1_1_2,0.1846,0.1436,0.21178343949_0.21178343949_0.181756735318_0.181756735318_0.181756735318_0.1385,0.21178343949_0.21178343949_0.137708685456_0.137708685456_0.137708685456_0.0247905818429,133,133,229,229,229,229,8,8,8,8,8,8
mean=0_0_1_1_1_3,0.2146,0.1598,0.262738853503_0.262738853503_0.181756735318_0.181756735318_0.181756735318_0.2166,0.262738853503_0.262738853503_0.137708685456_0.137708685456_0.137708685456_0.020260130065,165,165,229,229,229,165,8,8,8,8,8,8
mean=0_0_1_1_1_4,0.1824,0.1433,0.21178343949_0.21178343949_0.181756735318_0.181756735318_0.181756735318_0.1257,0.21178343949_0.21178343949_0.137708685456_0.137708685456_0.137708685456_0.0233467381591,133,133,229,229,229,229,8,8,8,8,8,8
mean=0_0_1_1_2_2,0.1773,0.1248,0.21178343949_0.21178343949_0.181756735318_0.181756735318_0.1385_0.1385,0.21178343949_0.21178343949_0.137708685456_0.137708685456_0.0247905818429_0.0247905818429,133,133,229,229,229,229,8,8,8,8,8,8
mean=0_0_1_1_2_3,0.2073,0.141,0.262738853503_0.262738853503_0.181756735318_0.181756735318_0.1385_0.2166,0.262738853503_0.262738853503_0.137708685456_0.137708685456_0.0247905818429_0.020260130065,165,165,229,229,229,165,8,8,8,8,8,8
mean=0_0_1_1_2_4,0.1752,0.1245,0.21178343949_0.21178343949_0.181756735318_0.181756735318_0.1385_0.1257,0.21178343949_0.21178343949_0.137708685456_0.137708685456_0.0247905818429_0.0233467381591,133,133,229,229,229,229,8,8,8,8,8,8
mean=0_0_1_1_3_3,0.2208,0.1408,0.262738853503_0.262738853503_0.181756735318_0.181756735318_0.2166_0.2191,0.262738853503_0.262738853503_0.137708685456_0.137708685456_0.020260130065_0.0233866933467,165,165,229,229,165,229,8,8,8,8,8,8
mean=0_0_1_1_3_4,0.2052,0.1408,0.262738853503_0.262738853503_0.181756735318_0.181756735318_0.2166_0.1257,0.262738853503_0.262738853503_0.137708685456_0.137708685456_0.020260130065_0.0233467381591,165,165,229,229,165,229,8,8,8,8,8,8
mean=0_0_1_1_4_4,0.1731,0.1243,0.21178343949_0.21178343949_0.181756735318_0.181756735318_0.1257_0.1257,0.21178343949_0.21178343949_0.137708685456_0.137708685456_0.0233467381591_0.0233467381591,133,133,229,229,229,229,8,8,8,8,8,8
mean=0_0_1_2_2_2,0.1701,0.1059,0.21178343949_0.21178343949_0.181756735318_0.1385_0.1385_0.1385,0.21178343949_0.21178343949_0.137708685456_0.0247905818429_0.0247905818429_0.0247905818429,133,133,229,229,229,229,8,8,8,8,8,8
mean=0_0_1_2_2_3,0.2001,0.1222,0.262738853503_0.262738853503_0.181756735318_0.1385_0.1385_0.2166,0.262738853503_0.262738853503_0.137708685456_0.0247905818429_0.0247905818429_0.020260130065,165,165,229,229,229,165,8,8,8,8,8,8
mean=0_0_1_2_2_4,0.168,0.1057,0.21178343949_0.21178343949_0.181756735318_0.1385_0.1385_0.1257,0.21178343949_0.21178343949_0.137708685456_0.0247905818429_0.0247905818429_0.0233467381591,133,133,229,229,229,229,8,8,8,8,8,8
mean=0_0_1_2_3_3,0.2136,0.1219,0.262738853503_0.262738853503_0.181756735318_0.1385_0.2166_0.2191,0.262738853503_0.262738853503_0.137708685456_0.0247905818429_0.020260130065_0.0233866933467,165,165,229,229,165,229,8,8,8,8,8,8
mean=0_0_1_2_3_4,0.198,0.1219,0.262738853503_0.262738853503_0.181756735318_0.1385_0.2166_0.1257,0.262738853503_0.262738853503_0.137708685456_0.0247905818429_0.020260130065_0.0233467381591,165,165,229,229,165,229,8,8,8,8,8,8
mean=0_0_1_2_4_4,0.1659,0.1055,0.21178343949_0.21178343949_0.181756735318_0.1385_0.1257_0.1257,0.21178343949_0.21178343949_0.137708685456_0.0247905818429_0.0233467381591_0.0233467381591,133,133,229,229,229,229,8,8,8,8,8,8
mean=0_0_1_3_3_3,0.227,0.1217,0.262738853503_0.262738853503_0.181756735318_0.2166_0.2191_0.2191,0.262738853503_0.262738853503_0.137708685456_0.020260130065_0.0233866933467_0.0233866933467,165,165,229,165,229,229,8,8,8,8,8,8
mean=0_0_1_3_3_4,0.2114,0.1217,0.262738853503_0.262738853503_0.181756735318_0.2166_0.2191_0.1257,0.262738853503_0.262738853503_0.137708685456_0.020260130065_0.0233866933467_0.0233467381591,165,165,229,165,229,229,8,8,8,8,8,8
mean=0_0_1_3_4_4,0.1959,0.1217,0.262738853503_0.262738853503_0.181756735318_0.2166_0.1257_0.1257,0.262738853503_0.262738853503_0.137708685456_0.020260130065_0.0233467381591_0.0233467381591,165,165,229,165,229,229,8,8,8,8,8,8
mean=0_0_1_4_4_4,0.1637,0.1052,0.21178343949_0.21178343949_0.181756735318_0.1257_0.1257_0.1257,0.21178343949_0.21178343949_0.137708685456_0.0233467381591_0.0233467381591_0.0233467381591,133,133,229,229,229,229,8,8,8,8,8,8
mean=0_0_2_2_2_2,0.1629,0.0871,0.21178343949_0.21178343949_0.1385_0.1385_0.1385_0.1385,0.21178343949_0.21178343949_0.0247905818429_0.0247905818429_0.0247905818429_0.0247905818429,133,133,229,229,229,229,8,8,8,8,8,8
mean=0_0_2_2_2_3,0.1929,0.1034,0.262738853503_0.262738853503_0.1385_0.1385_0.1385_0.2166,0.262738853503_0.262738853503_0.0247905818429_0.0247905818429_0.0247905818429_0.020260130065,165,165,229,229,229,165,8,8,8,8,8,8
mean=0_0_2_2_2_4,0.1608,0.0869,0.21178343949_0.21178343949_0.1385_0.1385_0.1385_0.1257,0.21178343949_0.21178343949_0.0247905818429_0.0247905818429_0.0247905818429_0.0233467381591,133,133,229,229,229,229,8,8,8,8,8,8
mean=0_0_2_2_3_3,0.2064,0.1031,0.262738853503_0.262738853503_0.1385_0.1385_0.2166_0.2191,0.262738853503_0.262738853503_0.0247905818429_0.0247905818429_0.020260130065_0.0233866933467,165,165,229,229,165,229,8,8,8,8,8,8
mean=0_0_2_2_3_4,0.1908,0.1031,0.262738853503_0.262738853503_0.1385_0.1385_0.2166_0.1257,0.262738853503_0.262738853503_0.0247905818429_0.0247905818429_0.020260130065_0.0233467381591,165,165,229,229,165,229,8,8,8,8,8,8
mean=0_0_2_2_4_4,0.1587,0.0866,0.21178343949_0.21178343949_0.1385_0.1385_0.1257_0.1257,0.21178343949_0.21178343949_0.0247905818429_0.0247905818429_0.0233467381591_0.0233467381591,133,133,229,229,229,229,8,8,8,8,8,8
mean=0_0_2_3_3_3,0.2198,0.1029,0.262738853503_0.262738853503_0.1385_0.2166_0.2191_0.2191,0.262738853503_0.262738853503_0.0247905818429_0.020260130065_0.0233866933467_0.0233866933467,165,165,229,165,229,229,8,8,8,8,8,8
mean=0_0_2_3_3_4,0.2042,0.1029,0.262738853503_0.262738853503_0.1385_0.2166_0.2191_0.1257,0.262738853503_0.262738853503_0.0247905818429_0.020260130065_0.0233866933467_0.0233467381591,165,165,229,165,229,229,8,8,8,8,8,8
mean=0_0_2_3_4_4,0.1903,0.1047,0.262738853503_0.262738853503_0.1303_0.2166_0.1347_0.1347,0.262738853503_0.262738853503_0.0155082635273_0.020260130065_0.033400357462_0.033400357462,165,165,197,197,249,249,8,8,8,8,8,8
mean=0_0_2_4_4_4,0.1565,0.0864,0.21178343949_0.21178343949_0.1385_0.1257_0.1257_0.1257,0.21178343949_0.21178343949_0.0247905818429_0.0233467381591_0.0233467381591_0.0233467381591,133,133,229,229,229,229,8,8,8,8,8,8
mean=0_0_3_3_3_3,0.2247,0.0942,0.21178343949_0.262738853503_0.2166_0.2191_0.2191_0.2191,0.21178343949_0.262738853503_0.020260130065_0.0233866933467_0.0233866933467_0.0233866933467,133,165,197,229,229,229,8,8,8,8,8,8
mean=0_0_3_3_3_4,0.2092,0.0942,0.21178343949_0.262738853503_0.2166_0.2191_0.2191_0.1257,0.21178343949_0.262738853503_0.020260130065_0.0233866933467_0.0233866933467_0.0233467381591,133,165,197,229,229,229,8,8,8,8,8,8
mean=0_0_3_3_4_4,0.2047,0.1055,0.262738853503_0.262738853503_0.2166_0.2166_0.1347_0.1347,0.262738853503_0.262738853503_0.020260130065_0.020260130065_0.033400357462_0.033400357462,165,165,197,197,249,249,8,8,8,8,8,8
mean=0_0_3_4_4_4,0.178,0.0941,0.21178343949_0.262738853503_0.2166_0.1257_0.1257_0.1257,0.21178343949_0.262738853503_0.020260130065_0.0233467381591_0.0233467381591_0.0233467381591,133,165,197,229,229,229,8,8,8,8,8,8
mean=0_0_4_4_4_4,0.1544,0.0862,0.21178343949_0.21178343949_0.1257_0.1257_0.1257_0.1257,0.21178343949_0.21178343949_0.0233467381591_0.0233467381591_0.0233467381591_0.0233467381591,133,133,229,229,229,229,8,8,8,8,8,8
mean=0_1_1_1_1_1,0.1721,0.1346,0.21178343949_0.125627230373_0.149804467488_0.181756735318_0.181756735318_0.181756735318,0.21178343949_0.0785575910408_0.104036348366_0.137708685456_0.137708685456_0.137708685456,133,165,197,229,229,229,8,8,8,8,8,8
mean=0_1_1_1_1_2,0.1649,0.1158,0.21178343949_0.125627230373_0.149804467488_0.181756735318_0.181756735318_0.1385,0.21178343949_0.0785575910408_0.104036348366_0.137708685456_0.137708685456_0.0247905818429,133,165,197,229,229,229,8,8,8,8,8,8
mean=0_1_1_1_1_3,0.1917,0.1291,0.262738853503_0.125627230373_0.181756735318_0.181756735318_0.181756735318_0.2166,0.262738853503_0.0785575910408_0.137708685456_0.137708685456_0.137708685456_0.020260130065,165,165,229,229,229,165,8,8,8,8,8,8
mean=0_1_1_1_1_4,0.1627,0.1155,0.21178343949_0.125627230373_0.149804467488_0.181756735318_0.181756735318_0.1257,0.21178343949_0.0785575910408_0.104036348366_0.137708685456_0.137708685456_0.0233467381591,133,165,197,229,229,229,8,8,8,8,8,8
mean=0_1_1_1_2_2,0.1577,0.0969,0.21178343949_0.125627230373_0.149804467488_0.181756735318_0.1385_0.1385,0.21178343949_0.0785575910408_0.104036348366_0.137708685456_0.0247905818429_0.0247905818429,133,165,197,229,229,229,8,8,8,8,8,8
mean=0_1_1_1_2_3,0.1845,0.1103,0.262738853503_0.125627230373_0.181756735318_0.181756735318_0.1385_0.2166,0.262738853503_0.0785575910408_0.137708685456_0.137708685456_0.0247905818429_0.020260130065,165,165,229,229,229,165,8,8,8,8,8,8
mean=0_1_1_1_2_4,0.1555,0.0967,0.21178343949_0.125627230373_0.149804467488_0.181756735318_0.1385_0.1257,0.21178343949_0.0785575910408_0.104036348366_0.137708685456_0.0247905818429_0.0233467381591,133,165,197,229,229,229,8,8,8,8,8,8
mean=0_1_1_1_3_3,0.2069,0.1194,0.262738853503_0.181756735318_0.181756735318_0.181756735318_0.2166_0.2166,0.262738853503_0.137708685456_0.137708685456_0.137708685456_0.020260130065_0.020260130065,165,229,229,229,165,165,8,8,8,8,8,8
mean=0_1_1_1_3_4,0.1824,0.1101,0.262738853503_0.125627230373_0.181756735318_0.181756735318_0.2166_0.1257,0.262738853503_0.0785575910408_0.137708685456_0.137708685456_0.020260130065_0.0233467381591,165,165,229,229,165,229,8,8,8,8,8,8
mean=0_1_1_1_4_4,0.1534,0.0965,0.21178343949_0.125627230373_0.149804467488_0.181756735318_0.1257_0.1257,0.21178343949_0.0785575910408_0.104036348366_0.137708685456_0.0233467381591_0.0233467381591,133,165,197,229,229,229,8,8,8,8,8,8
mean=0_1_1_2_2_2,0.1505,0.0781,0.21178343949_0.125627230373_0.149804467488_0.1385_0.1385_0.1385,0.21178343949_0.0785575910408_0.104036348366_0.0247905818429_0.0247905818429_0.0247905818429,133,165,197,229,229,229,8,8,8,8,8,8
mean=0_1_1_2_2_3,0.1773,0.0915,0.262738853503_0.125627230373_0.181756735318_0.1385_0.1385_0.2166,0.262738853503_0.0785575910408_0.137708685456_0.0247905818429_0.0247905818429_0.020260130065,165,165,229,229,229,165,8,8,8,8,8,8
mean=0_1_1_2_2_4,0.1483,0.0779,0.21178343949_0.125627230373_0.149804467488_0.1385_0.1385_0.1257,0.21178343949_0.0785575910408_0.104036348366_0.0247905818429_0.0247905818429_0.0233467381591,133,165,197,229,229,229,8,8,8,8,8,8
mean=0_1_1_2_3_3,0.1997,0.1006,0.262738853503_0.181756735318_0.181756735318_0.1385_0.2166_0.2166,0.262738853503_0.137708685456_0.137708685456_0.0247905818429_0.020260130065_0.020260130065,165,229,229,229,165,165,8,8,8,8,8,8
mean=0_1_1_2_3_4,0.1752,0.0912,0.262738853503_0.125627230373_0.181756735318_0.1385_0.2166_0.1257,0.262738853503_0.0785575910408_0.137708685456_0.0247905818429_0.020260130065_0.0233467381591,165,165,229,229,165,229,8,8,8,8,8,8
mean=0_1_1_2_4_4,0.1462,0.0776,0.21178343949_0.125627230373_0.149804467488_0.1385_0.1257_0.1257,0.21178343949_0.0785575910408_0.104036348366_0.0247905818429_0.0233467381591_0.0233467381591,133,165,197,229,229,229,8,8,8,8,8,8
mean=0_1_1_3_3_3,0.2131,0.1003,0.262738853503_0.181756735318_0.181756735318_0.2166_0.2166_0.2191,0.262738853503_0.137708685456_0.137708685456_0.020260130065_0.020260130065_0.0233866933467,165,229,229,165,165,229,8,8,8,8,8,8
mean=0_1_1_3_3_4,0.1975,0.1003,0.262738853503_0.181756735318_0.181756735318_0.2166_0.2166_0.1257,0.262738853503_0.137708685456_0.137708685456_0.020260130065_0.020260130065_0.0233467381591,165,229,229,165,165,229,8,8,8,8,8,8
mean=0_1_1_3_4_4,0.173,0.091,0.262738853503_0.125627230373_0.181756735318_0.2166_0.1257_0.1257,0.262738853503_0.0785575910408_0.137708685456_0.020260130065_0.0233467381591_0.0233467381591,165,165,229,165,229,229,8,8,8,8,8,8
mean=0_1_1_4_4_4,0.1441,0.0774,0.21178343949_0.125627230373_0.149804467488_0.1257_0.1257_0.1257,0.21178343949_0.0785575910408_0.104036348366_0.0233467381591_0.0233467381591_0.0233467381591,133,165,197,229,229,229,8,8,8,8,8,8
mean=0_1_2_2_2_2,0.1472,0.0634,0.21178343949_0.125627230373_0.1303_0.1385_0.1385_0.1385,0.21178343949_0.0785575910408_0.0155082635273_0.0247905818429_0.0247905818429_0.0247905818429,133,165,197,229,229,229,8,8,8,8,8,8
mean=0_1_2_2_2_3,0.1701,0.0727,0.262738853503_0.125627230373_0.1385_0.1385_0.1385_0.2166,0.262738853503_0.0785575910408_0.0247905818429_0.0247905818429_0.0247905818429_0.020260130065,165,165,229,229,229,165,8,8,8,8,8,8
mean=0_1_2_2_2_4,0.1451,0.0631,0.21178343949_0.125627230373_0.1303_0.1385_0.1385_0.1257,0.21178343949_0.0785575910408_0.0155082635273_0.0247905818429_0.0247905818429_0.0233467381591,133,165,197,229,229,229,8,8,8,8,8,8
mean=0_1_2_2_3_3,0.1924,0.0818,0.262738853503_0.181756735318_0.1385_0.1385_0.2166_0.2166,0.262738853503_0.137708685456_0.0247905818429_0.0247905818429_0.020260130065_0.020260130065,165,229,229,229,165,165,8,8,8,8,8,8
mean=0_1_2_2_3_4,0.1679,0.0724,0.262738853503_0.125627230373_0.1385_0.1385_0.2166_0.1257,0.262738853503_0.0785575910408_0.0247905818429_0.0247905818429_0.020260130065_0.0233467381591,165,165,229,229,165,229,8,8,8,8,8,8
mean=0_1_2_2_4_4,0.1429,0.0629,0.21178343949_0.125627230373_0.1303_0.1385_0.1257_0.1257,0.21178343949_0.0785575910408_0.0155082635273_0.0247905818429_0.0233467381591_0.0233467381591,133,165,197,229,229,229,8,8,8,8,8,8
mean=0_1_2_3_3_3,0.2059,0.0815,0.262738853503_0.181756735318_0.1385_0.2166_0.2166_0.2191,0.262738853503_0.137708685456_0.0247905818429_0.020260130065_0.020260130065_0.0233866933467,165,229,229,165,165,229,8,8,8,8,8,8
mean=0_1_2_3_3_4,0.1903,0.0815,0.262738853503_0.181756735318_0.1385_0.2166_0.2166_0.1257,0.262738853503_0.137708685456_0.0247905818429_0.020260130065_0.020260130065_0.0233467381591,165,229,229,165,165,229,8,8,8,8,8,8
mean=0_1_2_3_4_4,0.1658,0.0722,0.262738853503_0.125627230373_0.1385_0.2166_0.1257_0.1257,0.262738853503_0.0785575910408_0.0247905818429_0.020260130065_0.0233467381591_0.0233467381591,165,165,229,165,229,229,8,8,8,8,8,8
mean=0_1_2_4_4_4,0.1408,0.0626,0.21178343949_0.125627230373_0.1303_0.1257_0.1257_0.1257,0.21178343949_0.0785575910408_0.0155082635273_0.0233467381591_0.0233467381591_0.0233467381591,133,165,197,229,229,229,8,8,8,8,8,8
mean=0_1_3_3_3_3,0.2193,0.0813,0.262738853503_0.181756735318_0.2166_0.2166_0.2191_0.2191,0.262738853503_0.137708685456_0.020260130065_0.020260130065_0.0233866933467_0.0233866933467,165,229,165,165,229,229,8,8,8,8,8,8
mean=0_1_3_3_3_4,0.2037,0.0813,0.262738853503_0.181756735318_0.2166_0.2166_0.2191_0.1257,0.262738853503_0.137708685456_0.020260130065_0.020260130065_0.0233866933467_0.0233467381591,165,229,165,165,229,229,8,8,8,8,8,8
mean=0_1_3_3_4_4,0.1882,0.0813,0.262738853503_0.181756735318_0.2166_0.2166_0.1257_0.1257,0.262738853503_0.137708685456_0.020260130065_0.020260130065_0.0233467381591_0.0233467381591,165,229,165,165,229,229,8,8,8,8,8,8
mean=0_1_3_4_4_4,0.1637,0.0719,0.262738853503_0.125627230373_0.2166_0.1257_0.1257_0.1257,0.262738853503_0.0785575910408_0.020260130065_0.0233467381591_0.0233467381591_0.0233467381591,165,165,165,229,229,229,8,8,8,8,8,8
mean=0_1_4_4_4_4,0.1396,0.0634,0.21178343949_0.125627230373_0.1228_0.1257_0.1257_0.1257,0.21178343949_0.0785575910408_0.0201072386059_0.0233467381591_0.0233467381591_0.0233467381591,133,165,197,229,229,229,8,8,8,8,8,8
mean=0_2_2_2_2_2,0.1468,0.0516,0.21178343949_0.1235_0.1303_0.1385_0.1385_0.1385,0.21178343949_0.00781073126556_0.0155082635273_0.0247905818429_0.0247905818429_0.0247905818429,133,165,197,229,229,229,8,8,8,8,8,8
mean=0_2_2_2_2_3,0.1624,0.0537,0.21178343949_0.1303_0.1385_0.1385_0.1385_0.2166,0.21178343949_0.0155082635273_0.0247905818429_0.0247905818429_0.0247905818429_0.020260130065,133,197,229,229,229,197,8,8,8,8,8,8
mean=0_2_2_2_2_4,0.1447,0.0513,0.21178343949_0.1235_0.1303_0.1385_0.1385_0.1257,0.21178343949_0.00781073126556_0.0155082635273_0.0247905818429_0.0247905818429_0.0233467381591,133,165,197,229,229,229,8,8,8,8,8,8
