mean=0,0.0064,0.0064,0.00636942675159,0.00636942675159,4,8
mean=1,0.0511,0.0,0.0510825623766,0.0,0,8
mean=2,0.1166,0.0,0.1166,0.0,14,8
mean=3,0.2004,0.0,0.2004,0.0,18,8
mean=4,0.1048,0.0,0.1048,0.0,133,8
mean=5,0.0596,0.0,0.0596018767751,0.0,0,8
mean=6,0.0048,0.0,0.0048,0.0,249,6
